customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category,cohort_month,cohort_month_dt
CUST01095,2022-02-16,Paid Google,1045.02,Kochi,Tier 2,35,Male,Haircare,2022-02,2022-02
CUST01096,2023-08-09,Organic Search,254.32,Pune,Tier 1,37,Female,Skincare,2023-08,2023-08
CUST01097,2022-03-29,Organic Search,223.74,Delhi,Tier 1,21,Male,Haircare,2022-03,2022-03
CUST01098,2023-05-30,Organic Search,124.06,Surat,Tier 2,52,Female,Skincare,2023-05,2023-05
CUST01099,2022-07-30,Paid Google,952.81,Delhi,Tier 1,46,Female,Supplements,2022-07,2022-07
CUST01100,2022-02-16,Paid Google,1066.92,Chennai,Tier 1,39,Female,Personal Care,2022-02,2022-02
CUST01101,2023-06-25,Paid Instagram,954.31,Bengaluru,Tier 1,25,Other,Haircare,2023-06,2023-06
CUST01102,2022-07-07,Paid Google,644.81,Delhi,Tier 1,37,Male,Haircare,2022-07,2022-07
CUST01103,2022-11-30,Paid Instagram,1227.98,Delhi,Tier 1,37,Female,Supplements,2022-11,2022-11
CUST01104,2022-11-28,Paid Instagram,1364.95,Delhi,Tier 1,25,Female,Haircare,2022-11,2022-11
CUST01105,2023-08-24,Organic Search,201.72,Delhi,Tier 1,50,Female,Skincare,2023-08,2023-08
CUST01106,2022-11-22,Paid Google,803.54,Hyderabad,Tier 1,48,Female,Haircare,2022-11,2022-11
CUST01107,2022-01-20,Direct,146.35,Delhi,Tier 1,24,Female,Haircare,2022-01,2022-01
CUST01108,2023-02-21,Paid Google,1023.14,Hyderabad,Tier 1,50,Female,Haircare,2023-02,2023-02
CUST01109,2022-06-22,Paid Google,868.77,Jaipur,Tier 2,45,Male,Personal Care,2022-06,2022-06
CUST01110,2024-04-12,Paid Instagram,1297.62,Hyderabad,Tier 1,36,Male,Haircare,2024-04,2024-04
CUST01111,2023-05-09,Paid Instagram,950.53,Bengaluru,Tier 1,42,Other,Haircare,2023-05,2023-05
CUST01112,2023-06-07,Influencer,1277.56,Bengaluru,Tier 1,52,Female,Supplements,2023-06,2023-06
CUST01113,2023-12-17,Paid Instagram,883.79,Mumbai,Tier 1,35,Male,Haircare,2023-12,2023-12
CUST01114,2024-04-01,Organic Search,236.42,Bengaluru,Tier 1,39,Male,Personal Care,2024-04,2024-04
CUST01115,2023-11-10,Paid Google,770.81,Nagpur,Tier 3,47,Male,Supplements,2023-11,2023-11
CUST01116,2023-12-10,Paid Instagram,1353.35,Mumbai,Tier 1,48,Female,Skincare,2023-12,2023-12
CUST01117,2023-02-28,Organic Search,239.3,Chennai,Tier 1,49,Male,Skincare,2023-02,2023-02
CUST01118,2023-10-27,Email Referral,257.73,Ahmedabad,Tier 1,46,Male,Supplements,2023-10,2023-10
CUST01119,2023-01-21,Direct,85.8,Lucknow,Tier 2,29,Male,Skincare,2023-01,2023-01
CUST01120,2023-01-15,Paid Instagram,1066.75,Kochi,Tier 2,32,Male,Supplements,2023-01,2023-01
CUST01121,2023-12-28,Organic Search,117.99,Bengaluru,Tier 1,37,Male,Haircare,2023-12,2023-12
CUST01122,2023-05-21,Paid Instagram,822.08,Indore,Tier 3,49,Male,Haircare,2023-05,2023-05
CUST01123,2024-04-20,Paid Instagram,866.57,Pune,Tier 1,35,Female,Personal Care,2024-04,2024-04
CUST01124,2022-07-18,Paid Instagram,1139.42,Ahmedabad,Tier 1,29,Female,Haircare,2022-07,2022-07
CUST01125,2022-05-11,Organic Search,213.98,Delhi,Tier 1,32,Male,Supplements,2022-05,2022-05
CUST01126,2023-11-26,Paid Instagram,1381.89,Mumbai,Tier 1,52,Female,Personal Care,2023-11,2023-11
CUST01127,2023-03-14,Paid Instagram,1365.84,Ahmedabad,Tier 1,21,Male,Supplements,2023-03,2023-03
CUST01128,2023-02-21,Paid Google,940.09,Bengaluru,Tier 1,47,Female,Skincare,2023-02,2023-02
CUST01129,2022-08-18,Email Referral,333.68,Mumbai,Tier 1,52,Female,Skincare,2022-08,2022-08
CUST01130,2022-12-09,Paid Google,885.91,Mumbai,Tier 1,19,Other,Haircare,2022-12,2022-12
CUST01131,2023-03-10,Direct,141.7,Kochi,Tier 2,30,Female,Supplements,2023-03,2023-03
CUST01132,2023-10-03,Paid Instagram,1087.98,Mumbai,Tier 1,19,Female,Supplements,2023-10,2023-10
CUST01133,2022-09-11,Email Referral,197.67,Mumbai,Tier 1,39,Male,Supplements,2022-09,2022-09
CUST01134,2022-08-31,Influencer,1953.32,Kochi,Tier 2,46,Male,Personal Care,2022-08,2022-08
CUST01135,2022-03-29,Influencer,2108.39,Indore,Tier 3,42,Female,Skincare,2022-03,2022-03
CUST01136,2022-03-05,Email Referral,238.38,Chandigarh,Tier 2,37,Female,Personal Care,2022-03,2022-03
CUST01137,2023-11-25,Paid Instagram,831.32,Mumbai,Tier 1,42,Female,Personal Care,2023-11,2023-11
CUST01138,2023-09-06,Paid Instagram,1174.4,Jaipur,Tier 2,47,Female,Personal Care,2023-09,2023-09
CUST01139,2023-09-27,Email Referral,280.18,Mumbai,Tier 1,19,Female,Supplements,2023-09,2023-09
CUST01140,2022-04-21,Influencer,1754.69,Mumbai,Tier 1,22,Female,Haircare,2022-04,2022-04
CUST01141,2022-05-10,Direct,75.63,Pune,Tier 1,44,Female,Personal Care,2022-05,2022-05
CUST01142,2022-05-21,Paid Instagram,836.29,Jaipur,Tier 2,37,Female,Supplements,2022-05,2022-05
CUST01143,2024-06-25,Paid Google,672.81,Chennai,Tier 1,48,Female,Supplements,2024-06,2024-06
CUST01144,2022-01-09,Paid Google,928.84,Chennai,Tier 1,27,Female,Skincare,2022-01,2022-01
CUST01145,2022-07-20,Paid Google,920.28,Indore,Tier 3,30,Male,Supplements,2022-07,2022-07
CUST01146,2023-05-03,Paid Instagram,1389.15,Ahmedabad,Tier 1,39,Male,Supplements,2023-05,2023-05
CUST01147,2023-03-05,Organic Search,120.97,Bengaluru,Tier 1,20,Female,Skincare,2023-03,2023-03
CUST01148,2023-12-11,Organic Search,224.78,Delhi,Tier 1,33,Female,Supplements,2023-12,2023-12
CUST01149,2023-01-20,Email Referral,186.85,Delhi,Tier 1,18,Female,Skincare,2023-01,2023-01
CUST01150,2023-07-23,Paid Google,745.29,Mumbai,Tier 1,30,Male,Supplements,2023-07,2023-07
CUST01151,2022-01-31,Paid Instagram,970.46,Delhi,Tier 1,32,Male,Haircare,2022-01,2022-01
CUST01152,2023-07-22,Paid Google,697.99,Delhi,Tier 1,29,Male,Skincare,2023-07,2023-07
CUST01153,2023-11-25,Paid Instagram,1192.92,Mumbai,Tier 1,25,Female,Haircare,2023-11,2023-11
CUST01154,2022-09-03,Paid Google,786.18,Bengaluru,Tier 1,28,Male,Personal Care,2022-09,2022-09
CUST01155,2022-03-08,Email Referral,326.54,Mumbai,Tier 1,26,Male,Haircare,2022-03,2022-03
CUST01156,2023-12-13,Influencer,1759.5,Bengaluru,Tier 1,33,Male,Haircare,2023-12,2023-12
CUST01157,2022-10-29,Email Referral,215.54,Jaipur,Tier 2,21,Male,Supplements,2022-10,2022-10
CUST01158,2024-05-21,Email Referral,266.82,Chennai,Tier 1,49,Female,Skincare,2024-05,2024-05
CUST01159,2024-03-20,Email Referral,162.97,Ahmedabad,Tier 1,50,Female,Supplements,2024-03,2024-03
CUST01160,2023-04-21,Influencer,1883.74,Delhi,Tier 1,51,Male,Personal Care,2023-04,2023-04
CUST01161,2023-08-19,Influencer,2113.3,Hyderabad,Tier 1,20,Female,Haircare,2023-08,2023-08
CUST01162,2022-08-29,Influencer,1436.6,Hyderabad,Tier 1,42,Female,Supplements,2022-08,2022-08
CUST01163,2022-03-28,Paid Google,642.01,Mumbai,Tier 1,46,Female,Haircare,2022-03,2022-03
CUST01164,2023-04-22,Influencer,1470.01,Chennai,Tier 1,46,Female,Personal Care,2023-04,2023-04
CUST01165,2023-05-25,Paid Google,791.19,Bengaluru,Tier 1,29,Female,Supplements,2023-05,2023-05
CUST01166,2023-01-03,Organic Search,158.9,Chandigarh,Tier 2,50,Female,Skincare,2023-01,2023-01
CUST01167,2022-08-22,Email Referral,164.27,Mumbai,Tier 1,20,Female,Supplements,2022-08,2022-08
CUST01168,2022-12-04,Paid Instagram,1247.13,Delhi,Tier 1,35,Female,Haircare,2022-12,2022-12
CUST01169,2024-02-10,Direct,104.31,Kolkata,Tier 1,34,Female,Supplements,2024-02,2024-02
CUST01170,2022-12-21,Paid Google,801.91,Jaipur,Tier 2,43,Male,Skincare,2022-12,2022-12
CUST01171,2023-06-09,Influencer,2146.64,Nagpur,Tier 3,43,Female,Haircare,2023-06,2023-06
CUST01172,2023-06-13,Influencer,1707.88,Pune,Tier 1,47,Male,Personal Care,2023-06,2023-06
CUST01173,2022-03-29,Paid Google,693.92,Bengaluru,Tier 1,44,Female,Personal Care,2022-03,2022-03
CUST01174,2022-01-31,Email Referral,265.5,Bengaluru,Tier 1,26,Female,Skincare,2022-01,2022-01
CUST01175,2023-11-06,Influencer,1473.8,Lucknow,Tier 2,44,Female,Personal Care,2023-11,2023-11
CUST01176,2023-12-09,Organic Search,165.22,Chennai,Tier 1,19,Female,Skincare,2023-12,2023-12
CUST01177,2022-06-07,Direct,149.43,Indore,Tier 3,43,Other,Haircare,2022-06,2022-06
CUST01178,2022-03-07,Direct,68.83,Chennai,Tier 1,24,Female,Personal Care,2022-03,2022-03
CUST01179,2022-11-08,Organic Search,120.86,Mumbai,Tier 1,29,Female,Personal Care,2022-11,2022-11
CUST01180,2022-07-23,Paid Instagram,1377.8,Mumbai,Tier 1,36,Female,Supplements,2022-07,2022-07
CUST01181,2022-03-13,Organic Search,173.73,Hyderabad,Tier 1,18,Female,Personal Care,2022-03,2022-03
CUST01182,2022-04-24,Paid Google,809.21,Mumbai,Tier 1,22,Female,Haircare,2022-04,2022-04
CUST01183,2022-07-30,Paid Instagram,1290.74,Bengaluru,Tier 1,48,Female,Supplements,2022-07,2022-07
CUST01184,2023-05-30,Influencer,1604.85,Kolkata,Tier 1,30,Female,Haircare,2023-05,2023-05
CUST01185,2024-04-24,Paid Google,1003.78,Hyderabad,Tier 1,51,Female,Personal Care,2024-04,2024-04
CUST01186,2023-08-13,Influencer,1200.21,Mumbai,Tier 1,47,Female,Supplements,2023-08,2023-08
CUST01187,2024-04-23,Paid Google,687.56,Jaipur,Tier 2,33,Female,Personal Care,2024-04,2024-04
CUST01188,2023-11-06,Influencer,1725.48,Delhi,Tier 1,43,Male,Skincare,2023-11,2023-11
CUST01189,2024-06-10,Paid Instagram,1329.53,Delhi,Tier 1,52,Female,Skincare,2024-06,2024-06
CUST01190,2024-01-10,Organic Search,281.75,Chandigarh,Tier 2,44,Other,Skincare,2024-01,2024-01
CUST01191,2022-03-20,Direct,100.44,Kolkata,Tier 1,38,Female,Haircare,2022-03,2022-03
CUST01192,2023-06-03,Paid Google,613.36,Mumbai,Tier 1,47,Female,Personal Care,2023-06,2023-06
CUST01193,2023-02-11,Email Referral,200.12,Mumbai,Tier 1,26,Female,Personal Care,2023-02,2023-02
CUST01194,2022-03-11,Influencer,1822.72,Mumbai,Tier 1,46,Female,Supplements,2022-03,2022-03
CUST01195,2022-06-24,Email Referral,271.4,Lucknow,Tier 2,29,Female,Personal Care,2022-06,2022-06
CUST01196,2023-11-19,Paid Instagram,1206.43,Kolkata,Tier 1,27,Female,Haircare,2023-11,2023-11
CUST01197,2022-02-05,Paid Instagram,1119.38,Surat,Tier 2,46,Male,Skincare,2022-02,2022-02
CUST01198,2022-11-12,Paid Google,899.1,Hyderabad,Tier 1,21,Male,Haircare,2022-11,2022-11
CUST01199,2023-01-19,Direct,70.0,Chandigarh,Tier 2,19,Female,Skincare,2023-01,2023-01
CUST01200,2022-07-16,Paid Google,631.59,Ahmedabad,Tier 1,24,Male,Haircare,2022-07,2022-07
CUST01201,2022-02-15,Organic Search,121.54,Hyderabad,Tier 1,38,Female,Haircare,2022-02,2022-02
CUST01202,2023-07-09,Organic Search,185.58,Hyderabad,Tier 1,32,Female,Supplements,2023-07,2023-07
CUST01203,2022-01-16,Paid Google,758.12,Hyderabad,Tier 1,42,Female,Haircare,2022-01,2022-01
CUST01204,2024-04-14,Paid Instagram,1174.35,Bengaluru,Tier 1,20,Female,Haircare,2024-04,2024-04
CUST01205,2024-02-25,Paid Google,1091.55,Pune,Tier 1,24,Male,Haircare,2024-02,2024-02
CUST01206,2022-04-08,Paid Google,1090.71,Pune,Tier 1,42,Male,Haircare,2022-04,2022-04
CUST01207,2023-10-13,Paid Google,943.81,Kolkata,Tier 1,48,Female,Skincare,2023-10,2023-10
CUST01208,2023-08-23,Organic Search,202.21,Hyderabad,Tier 1,32,Female,Skincare,2023-08,2023-08
CUST01209,2023-09-24,Paid Instagram,874.43,Kolkata,Tier 1,33,Male,Haircare,2023-09,2023-09
CUST01210,2022-03-03,Organic Search,199.75,Mumbai,Tier 1,30,Female,Haircare,2022-03,2022-03
CUST01211,2022-09-01,Organic Search,219.62,Chandigarh,Tier 2,46,Male,Supplements,2022-09,2022-09
CUST01212,2022-11-22,Paid Instagram,1256.3,Ahmedabad,Tier 1,51,Male,Personal Care,2022-11,2022-11
CUST01213,2022-10-23,Organic Search,145.8,Kolkata,Tier 1,39,Female,Haircare,2022-10,2022-10
CUST01214,2023-11-12,Influencer,1981.6,Nagpur,Tier 3,32,Female,Personal Care,2023-11,2023-11
CUST01215,2022-07-07,Influencer,1106.65,Hyderabad,Tier 1,49,Female,Haircare,2022-07,2022-07
CUST01216,2022-05-25,Paid Instagram,875.34,Kochi,Tier 2,29,Female,Haircare,2022-05,2022-05
CUST01217,2022-03-22,Paid Instagram,1080.24,Hyderabad,Tier 1,28,Male,Haircare,2022-03,2022-03
CUST01218,2023-09-13,Paid Google,742.68,Delhi,Tier 1,46,Male,Haircare,2023-09,2023-09
CUST01219,2024-03-11,Paid Google,1075.51,Chennai,Tier 1,41,Female,Haircare,2024-03,2024-03
CUST01220,2023-03-09,Influencer,1908.42,Chennai,Tier 1,27,Male,Personal Care,2023-03,2023-03
CUST01221,2023-01-26,Paid Instagram,849.94,Hyderabad,Tier 1,37,Female,Haircare,2023-01,2023-01
CUST01222,2022-06-29,Influencer,1610.02,Delhi,Tier 1,47,Female,Personal Care,2022-06,2022-06
CUST01223,2022-05-20,Paid Instagram,917.43,Kolkata,Tier 1,30,Female,Supplements,2022-05,2022-05
CUST01224,2023-03-02,Influencer,2167.54,Kochi,Tier 2,41,Female,Supplements,2023-03,2023-03
CUST01225,2023-08-26,Organic Search,277.0,Mumbai,Tier 1,25,Female,Haircare,2023-08,2023-08
CUST01226,2023-03-23,Paid Instagram,1262.76,Kochi,Tier 2,40,Female,Personal Care,2023-03,2023-03
CUST01227,2023-01-13,Organic Search,230.18,Ahmedabad,Tier 1,45,Male,Haircare,2023-01,2023-01
CUST01228,2024-04-12,Influencer,1877.21,Bengaluru,Tier 1,19,Male,Haircare,2024-04,2024-04
CUST01229,2023-04-12,Paid Google,673.68,Kochi,Tier 2,33,Female,Haircare,2023-04,2023-04
CUST01230,2024-02-29,Paid Instagram,1226.97,Mumbai,Tier 1,42,Female,Skincare,2024-02,2024-02
CUST01231,2022-07-13,Influencer,1282.41,Surat,Tier 2,45,Female,Supplements,2022-07,2022-07
CUST01232,2023-06-30,Influencer,1521.07,Ahmedabad,Tier 1,37,Male,Skincare,2023-06,2023-06
CUST01233,2023-08-10,Paid Instagram,1006.64,Jaipur,Tier 2,27,Female,Haircare,2023-08,2023-08
CUST01234,2023-02-12,Direct,50.64,Ahmedabad,Tier 1,28,Male,Skincare,2023-02,2023-02
CUST01235,2024-03-03,Paid Instagram,1114.98,Ahmedabad,Tier 1,36,Male,Haircare,2024-03,2024-03
CUST01236,2022-07-10,Paid Instagram,918.81,Ahmedabad,Tier 1,29,Female,Skincare,2022-07,2022-07
CUST01237,2024-04-13,Influencer,1321.03,Delhi,Tier 1,29,Male,Haircare,2024-04,2024-04
CUST01238,2024-06-11,Paid Google,913.42,Hyderabad,Tier 1,24,Male,Haircare,2024-06,2024-06
CUST01239,2022-03-29,Paid Instagram,966.06,Bengaluru,Tier 1,39,Female,Haircare,2022-03,2022-03
CUST01240,2023-11-20,Influencer,1110.46,Kolkata,Tier 1,35,Male,Skincare,2023-11,2023-11
CUST01241,2024-03-19,Organic Search,119.37,Nagpur,Tier 3,51,Male,Personal Care,2024-03,2024-03
CUST01242,2024-02-19,Organic Search,197.19,Delhi,Tier 1,39,Female,Supplements,2024-02,2024-02
CUST01243,2024-06-30,Paid Google,757.61,Bengaluru,Tier 1,33,Male,Personal Care,2024-06,2024-06
CUST01244,2022-02-28,Paid Google,1036.54,Indore,Tier 3,24,Female,Personal Care,2022-02,2022-02
CUST01245,2024-06-28,Organic Search,105.14,Chandigarh,Tier 2,25,Male,Supplements,2024-06,2024-06
CUST01246,2024-02-09,Direct,86.84,Jaipur,Tier 2,48,Female,Haircare,2024-02,2024-02
CUST01247,2023-10-16,Paid Instagram,1287.57,Kochi,Tier 2,19,Male,Skincare,2023-10,2023-10
CUST01248,2024-01-24,Direct,94.43,Bengaluru,Tier 1,49,Female,Skincare,2024-01,2024-01
CUST01249,2023-05-03,Paid Google,1028.55,Nagpur,Tier 3,24,Male,Supplements,2023-05,2023-05
CUST01250,2023-12-31,Organic Search,204.01,Delhi,Tier 1,50,Female,Personal Care,2023-12,2023-12
CUST01251,2022-11-05,Email Referral,349.26,Lucknow,Tier 2,47,Female,Personal Care,2022-11,2022-11
CUST01252,2023-05-09,Direct,74.09,Ahmedabad,Tier 1,31,Female,Skincare,2023-05,2023-05
CUST01253,2024-01-03,Paid Instagram,1357.4,Mumbai,Tier 1,38,Male,Supplements,2024-01,2024-01
CUST01254,2022-09-21,Paid Instagram,1370.9,Ahmedabad,Tier 1,25,Male,Personal Care,2022-09,2022-09
CUST01255,2023-12-10,Paid Instagram,934.28,Bengaluru,Tier 1,22,Male,Personal Care,2023-12,2023-12
CUST01256,2024-01-31,Direct,88.17,Kolkata,Tier 1,45,Male,Haircare,2024-01,2024-01
CUST01257,2022-10-25,Paid Google,644.57,Mumbai,Tier 1,30,Male,Skincare,2022-10,2022-10
CUST01258,2022-05-11,Influencer,2149.48,Lucknow,Tier 2,18,Female,Haircare,2022-05,2022-05
CUST01259,2023-03-10,Email Referral,223.0,Bengaluru,Tier 1,26,Female,Haircare,2023-03,2023-03
CUST01260,2022-01-10,Paid Instagram,1076.36,Chennai,Tier 1,27,Male,Supplements,2022-01,2022-01
CUST01261,2023-05-27,Email Referral,179.49,Ahmedabad,Tier 1,36,Female,Skincare,2023-05,2023-05
CUST01262,2022-11-13,Influencer,1857.46,Chennai,Tier 1,35,Other,Personal Care,2022-11,2022-11
CUST01263,2022-08-09,Organic Search,240.83,Chennai,Tier 1,42,Female,Supplements,2022-08,2022-08
CUST01264,2024-01-04,Paid Instagram,1239.59,Delhi,Tier 1,32,Male,Skincare,2024-01,2024-01
CUST01265,2024-03-05,Direct,98.75,Delhi,Tier 1,43,Female,Haircare,2024-03,2024-03
CUST01266,2023-07-16,Direct,92.24,Hyderabad,Tier 1,48,Other,Personal Care,2023-07,2023-07
CUST01267,2023-06-25,Paid Google,741.18,Kolkata,Tier 1,30,Male,Personal Care,2023-06,2023-06
CUST01268,2022-11-28,Paid Instagram,1148.23,Kolkata,Tier 1,21,Male,Supplements,2022-11,2022-11
CUST01269,2022-06-17,Influencer,1586.07,Pune,Tier 1,48,Female,Haircare,2022-06,2022-06
CUST01270,2024-04-03,Paid Instagram,1241.19,Kolkata,Tier 1,18,Female,Skincare,2024-04,2024-04
CUST01271,2024-05-29,Organic Search,290.08,Delhi,Tier 1,45,Male,Haircare,2024-05,2024-05
CUST01272,2022-04-09,Direct,97.39,Bengaluru,Tier 1,21,Female,Supplements,2022-04,2022-04
CUST01273,2022-06-02,Influencer,1544.39,Pune,Tier 1,20,Female,Personal Care,2022-06,2022-06
CUST01274,2023-12-06,Influencer,1289.74,Pune,Tier 1,42,Male,Skincare,2023-12,2023-12
CUST01275,2024-06-04,Organic Search,176.42,Jaipur,Tier 2,46,Female,Skincare,2024-06,2024-06
CUST01276,2022-05-05,Paid Instagram,1201.28,Chennai,Tier 1,50,Female,Personal Care,2022-05,2022-05
CUST01277,2024-02-03,Paid Google,896.44,Mumbai,Tier 1,42,Female,Personal Care,2024-02,2024-02
CUST01278,2022-05-09,Paid Google,631.75,Mumbai,Tier 1,52,Female,Skincare,2022-05,2022-05
CUST01279,2024-04-17,Paid Google,1006.1,Chennai,Tier 1,49,Female,Skincare,2024-04,2024-04
CUST01280,2022-08-01,Organic Search,279.52,Indore,Tier 3,29,Male,Haircare,2022-08,2022-08
CUST01281,2023-04-03,Paid Instagram,873.83,Jaipur,Tier 2,26,Female,Haircare,2023-04,2023-04
CUST01282,2022-09-20,Paid Instagram,821.0,Lucknow,Tier 2,25,Female,Supplements,2022-09,2022-09
CUST01283,2022-06-25,Direct,144.52,Hyderabad,Tier 1,18,Female,Skincare,2022-06,2022-06
CUST01284,2023-06-16,Direct,79.34,Chandigarh,Tier 2,52,Female,Personal Care,2023-06,2023-06
CUST01285,2023-06-20,Organic Search,299.36,Chandigarh,Tier 2,52,Female,Skincare,2023-06,2023-06
CUST01286,2022-02-15,Organic Search,137.61,Delhi,Tier 1,37,Male,Haircare,2022-02,2022-02
CUST01287,2023-09-09,Direct,109.18,Chennai,Tier 1,35,Female,Personal Care,2023-09,2023-09
CUST01288,2022-09-19,Paid Instagram,1189.86,Delhi,Tier 1,28,Female,Skincare,2022-09,2022-09
CUST01289,2023-11-24,Direct,119.45,Hyderabad,Tier 1,52,Female,Supplements,2023-11,2023-11
CUST01290,2023-12-15,Direct,121.44,Ahmedabad,Tier 1,50,Female,Personal Care,2023-12,2023-12
CUST01291,2022-11-20,Email Referral,236.73,Nagpur,Tier 3,19,Male,Haircare,2022-11,2022-11
CUST01292,2022-05-08,Paid Instagram,1210.39,Chennai,Tier 1,44,Female,Skincare,2022-05,2022-05
CUST01293,2022-12-08,Paid Google,673.16,Jaipur,Tier 2,32,Female,Skincare,2022-12,2022-12
CUST01294,2022-08-16,Paid Google,652.5,Bengaluru,Tier 1,25,Female,Supplements,2022-08,2022-08
CUST01295,2024-04-06,Influencer,1681.86,Chennai,Tier 1,36,Female,Skincare,2024-04,2024-04
CUST01296,2022-06-24,Email Referral,300.37,Bengaluru,Tier 1,29,Female,Personal Care,2022-06,2022-06
CUST01297,2022-05-11,Influencer,1855.32,Delhi,Tier 1,27,Male,Haircare,2022-05,2022-05
CUST01298,2024-01-24,Paid Google,1059.22,Delhi,Tier 1,41,Male,Haircare,2024-01,2024-01
CUST01299,2023-03-05,Organic Search,136.62,Ahmedabad,Tier 1,40,Male,Supplements,2023-03,2023-03
CUST01300,2023-03-15,Paid Google,959.23,Chennai,Tier 1,32,Female,Skincare,2023-03,2023-03
CUST01301,2023-02-21,Direct,134.52,Jaipur,Tier 2,23,Female,Haircare,2023-02,2023-02
CUST01302,2022-06-19,Direct,58.46,Pune,Tier 1,36,Female,Personal Care,2022-06,2022-06
CUST01303,2022-01-11,Email Referral,234.8,Indore,Tier 3,50,Male,Haircare,2022-01,2022-01
CUST01304,2023-06-12,Influencer,1844.45,Ahmedabad,Tier 1,52,Male,Personal Care,2023-06,2023-06
CUST01305,2022-07-14,Paid Instagram,1247.55,Chandigarh,Tier 2,45,Male,Supplements,2022-07,2022-07
CUST01306,2024-01-27,Paid Instagram,1352.28,Ahmedabad,Tier 1,51,Male,Skincare,2024-01,2024-01
CUST01307,2022-06-22,Organic Search,276.39,Ahmedabad,Tier 1,51,Male,Haircare,2022-06,2022-06
CUST01308,2024-05-09,Paid Instagram,1011.97,Mumbai,Tier 1,21,Female,Personal Care,2024-05,2024-05
CUST01309,2022-04-26,Paid Instagram,1207.44,Bengaluru,Tier 1,52,Male,Skincare,2022-04,2022-04
CUST01310,2023-05-10,Paid Google,706.53,Bengaluru,Tier 1,43,Female,Supplements,2023-05,2023-05
CUST01311,2023-10-21,Direct,139.34,Chennai,Tier 1,47,Male,Personal Care,2023-10,2023-10
CUST01312,2022-01-07,Paid Instagram,997.13,Pune,Tier 1,40,Female,Supplements,2022-01,2022-01
CUST01313,2022-07-10,Email Referral,151.77,Hyderabad,Tier 1,45,Female,Skincare,2022-07,2022-07
CUST01314,2022-06-07,Influencer,2104.42,Hyderabad,Tier 1,18,Female,Supplements,2022-06,2022-06
CUST01315,2023-02-09,Paid Instagram,1018.7,Bengaluru,Tier 1,29,Female,Supplements,2023-02,2023-02
CUST01316,2023-03-26,Paid Instagram,1063.61,Ahmedabad,Tier 1,26,Female,Personal Care,2023-03,2023-03
CUST01317,2024-06-23,Paid Instagram,919.08,Surat,Tier 2,30,Female,Haircare,2024-06,2024-06
CUST01318,2024-02-01,Paid Google,615.8,Bengaluru,Tier 1,30,Male,Supplements,2024-02,2024-02
CUST01319,2023-05-16,Paid Instagram,1279.89,Chennai,Tier 1,26,Female,Personal Care,2023-05,2023-05
CUST01320,2024-01-30,Influencer,1527.73,Lucknow,Tier 2,25,Male,Skincare,2024-01,2024-01
CUST01321,2022-12-19,Paid Instagram,1260.43,Chennai,Tier 1,33,Female,Supplements,2022-12,2022-12
CUST01322,2023-09-04,Paid Google,817.16,Kolkata,Tier 1,36,Female,Skincare,2023-09,2023-09
CUST01323,2022-09-11,Organic Search,245.85,Pune,Tier 1,29,Female,Skincare,2022-09,2022-09
CUST01324,2023-12-19,Email Referral,314.12,Delhi,Tier 1,30,Female,Skincare,2023-12,2023-12
CUST01325,2023-05-30,Organic Search,137.73,Pune,Tier 1,27,Female,Haircare,2023-05,2023-05
CUST01326,2022-10-08,Paid Google,1064.55,Nagpur,Tier 3,45,Female,Haircare,2022-10,2022-10
CUST01327,2022-02-22,Paid Instagram,1114.98,Bengaluru,Tier 1,32,Female,Personal Care,2022-02,2022-02
CUST01328,2023-06-07,Influencer,1156.82,Hyderabad,Tier 1,25,Female,Supplements,2023-06,2023-06
CUST01329,2023-12-30,Direct,81.98,Hyderabad,Tier 1,21,Female,Skincare,2023-12,2023-12
CUST01330,2024-02-02,Paid Instagram,971.19,Bengaluru,Tier 1,35,Male,Skincare,2024-02,2024-02
CUST01331,2022-09-16,Paid Google,781.79,Kochi,Tier 2,37,Female,Skincare,2022-09,2022-09
CUST01332,2024-02-28,Organic Search,166.24,Surat,Tier 2,41,Male,Supplements,2024-02,2024-02
CUST01333,2022-10-10,Paid Instagram,1030.43,Delhi,Tier 1,24,Female,Skincare,2022-10,2022-10
CUST01334,2024-06-24,Paid Instagram,914.26,Ahmedabad,Tier 1,46,Male,Skincare,2024-06,2024-06
CUST01335,2023-09-26,Direct,122.54,Bengaluru,Tier 1,30,Female,Haircare,2023-09,2023-09
CUST01336,2022-07-16,Paid Instagram,1226.96,Hyderabad,Tier 1,40,Male,Personal Care,2022-07,2022-07
CUST01337,2022-05-01,Organic Search,113.54,Chandigarh,Tier 2,44,Female,Skincare,2022-05,2022-05
CUST01338,2022-10-08,Paid Instagram,877.36,Ahmedabad,Tier 1,20,Male,Skincare,2022-10,2022-10
CUST01339,2023-12-12,Email Referral,312.91,Delhi,Tier 1,49,Male,Skincare,2023-12,2023-12
CUST01340,2024-02-08,Paid Instagram,1137.5,Chennai,Tier 1,42,Female,Supplements,2024-02,2024-02
CUST01341,2022-01-04,Paid Instagram,930.68,Delhi,Tier 1,18,Male,Personal Care,2022-01,2022-01
CUST01342,2024-01-08,Influencer,1433.75,Chennai,Tier 1,32,Female,Supplements,2024-01,2024-01
CUST01343,2022-06-25,Influencer,1686.92,Delhi,Tier 1,36,Female,Haircare,2022-06,2022-06
