customer_id,recency,frequency,monetary,acquisition_channel,acquisition_cac,city_tier,cluster,segment
CUST01678,893,2,2615.3,Paid Instagram,851.85,Tier 1,1,Loyalists
CUST01679,289,1,748.2,Organic Search,227.59,Tier 1,3,Lost / Dormant
CUST01680,399,1,1008.1,Paid Google,1050.74,Tier 1,3,Lost / Dormant
CUST01681,499,4,2187.45,Paid Google,689.0,Tier 1,2,Champions
CUST01682,904,1,1887.0,Paid Instagram,919.53,Tier 1,0,At Risk
CUST01683,592,1,229.1,Paid Google,781.81,Tier 1,3,Lost / Dormant
CUST01684,240,1,188.4,Paid Instagram,893.42,Tier 1,3,Lost / Dormant
CUST01685,159,2,1373.1,Paid Google,744.34,Tier 1,3,Lost / Dormant
CUST01686,228,2,2037.4,Paid Instagram,930.95,Tier 1,1,Loyalists
CUST01687,258,3,1927.5,Influencer,1253.8,Tier 1,1,Loyalists
CUST01688,826,4,4756.65,Organic Search,120.92,Tier 1,2,Champions
CUST01689,608,1,509.1,Paid Instagram,1188.73,Tier 1,3,Lost / Dormant
CUST01690,523,2,1089.65,Paid Google,976.02,Tier 1,1,Loyalists
CUST01691,267,2,828.25,Influencer,1539.27,Tier 1,3,Lost / Dormant
CUST01692,599,1,589.0,Organic Search,160.03,Tier 1,3,Lost / Dormant
CUST01693,301,1,3037.0,Paid Google,888.74,Tier 1,1,Loyalists
CUST01694,188,1,129.2,Direct,119.76,Tier 1,3,Lost / Dormant
CUST01695,715,2,1727.85,Paid Instagram,832.28,Tier 2,1,Loyalists
CUST01696,624,1,1217.0,Email Referral,242.12,Tier 1,3,Lost / Dormant
CUST01697,1011,1,844.95,Paid Google,1028.88,Tier 1,0,At Risk
CUST01698,445,2,4586.25,Paid Instagram,1024.55,Tier 2,1,Loyalists
CUST01699,393,1,483.1,Influencer,1333.74,Tier 1,3,Lost / Dormant
CUST01700,312,1,1794.1,Organic Search,177.51,Tier 2,3,Lost / Dormant
CUST01701,759,1,211.55,Paid Google,1009.9,Tier 2,0,At Risk
CUST01702,316,2,2933.2,Paid Google,893.21,Tier 1,1,Loyalists
CUST01703,622,3,1801.0500000000002,Organic Search,200.29,Tier 1,1,Loyalists
CUST01704,281,3,1759.3000000000002,Direct,99.99,Tier 1,1,Loyalists
CUST01705,703,1,612.45,Paid Instagram,1055.43,Tier 1,0,At Risk
CUST01706,664,1,408.4,Paid Instagram,1038.93,Tier 1,0,At Risk
CUST01707,741,1,429.2,Email Referral,170.28,Tier 1,0,At Risk
CUST01708,965,1,668.3,Paid Instagram,1030.39,Tier 1,0,At Risk
CUST01709,1039,1,413.3,Paid Google,729.32,Tier 1,0,At Risk
CUST01710,228,2,628.05,Influencer,1468.57,Tier 1,3,Lost / Dormant
CUST01711,554,2,2730.6,Email Referral,226.69,Tier 1,1,Loyalists
CUST01712,370,1,365.6,Direct,69.76,Tier 1,3,Lost / Dormant
CUST01713,969,1,329.05,Paid Google,830.13,Tier 2,0,At Risk
CUST01714,750,1,807.0,Paid Google,983.42,Tier 1,0,At Risk
CUST01715,668,1,579.1,Paid Google,762.32,Tier 1,0,At Risk
CUST01716,451,2,2061.95,Organic Search,149.73,Tier 1,1,Loyalists
CUST01717,447,1,1234.65,Organic Search,278.54,Tier 1,3,Lost / Dormant
CUST01718,239,1,4056.0,Direct,132.05,Tier 2,1,Loyalists
CUST01719,943,1,1437.3,Paid Google,961.91,Tier 1,0,At Risk
CUST01720,370,2,773.2,Paid Google,811.26,Tier 1,3,Lost / Dormant
CUST01721,333,1,399.0,Organic Search,267.37,Tier 2,3,Lost / Dormant
CUST01722,783,1,1936.8,Influencer,1693.07,Tier 1,0,At Risk
CUST01723,609,1,229.1,Paid Google,1067.74,Tier 1,3,Lost / Dormant
CUST01724,409,1,589.0,Paid Google,799.34,Tier 1,3,Lost / Dormant
CUST01725,881,1,754.65,Paid Instagram,1048.59,Tier 1,0,At Risk
CUST01726,443,1,509.0,Influencer,1343.46,Tier 1,3,Lost / Dormant
CUST01727,802,1,933.0,Paid Instagram,1165.59,Tier 1,0,At Risk
CUST01728,607,1,64.2,Influencer,1113.82,Tier 2,3,Lost / Dormant
CUST01729,221,1,768.0,Paid Instagram,926.38,Tier 1,3,Lost / Dormant
CUST01730,417,1,1527.0,Paid Google,1083.86,Tier 2,3,Lost / Dormant
CUST01731,330,1,354.0,Paid Instagram,1021.51,Tier 3,3,Lost / Dormant
CUST01732,1040,2,1720.15,Organic Search,216.99,Tier 1,0,At Risk
CUST01733,1001,2,1341.2,Direct,78.39,Tier 1,0,At Risk
CUST01734,959,1,404.15,Direct,144.88,Tier 1,0,At Risk
CUST01735,825,3,1150.6,Paid Instagram,907.17,Tier 1,1,Loyalists
CUST01736,734,1,1444.65,Influencer,1560.0,Tier 1,0,At Risk
CUST01737,413,1,483.2,Organic Search,292.05,Tier 2,3,Lost / Dormant
CUST01738,680,1,878.2,Paid Instagram,1078.35,Tier 1,0,At Risk
CUST01739,883,4,1655.7,Paid Google,767.03,Tier 1,1,Loyalists
CUST01740,426,1,1008.1,Paid Google,809.13,Tier 1,3,Lost / Dormant
CUST01741,173,4,5851.8,Paid Instagram,848.3,Tier 1,2,Champions
CUST01742,924,1,2924.4,Organic Search,194.38,Tier 1,0,At Risk
CUST01743,191,1,264.1,Organic Search,177.87,Tier 2,3,Lost / Dormant
CUST01744,355,1,1478.2,Influencer,1292.73,Tier 2,3,Lost / Dormant
CUST01745,1063,1,144.15,Paid Instagram,1076.71,Tier 1,0,At Risk
CUST01746,281,1,819.2,Direct,96.14,Tier 1,3,Lost / Dormant
CUST01747,933,1,1452.3,Email Referral,294.41,Tier 1,0,At Risk
CUST01748,680,1,1385.5,Organic Search,299.11,Tier 2,0,At Risk
CUST01749,165,2,1357.85,Direct,62.1,Tier 1,3,Lost / Dormant
CUST01750,351,1,558.1,Influencer,1992.83,Tier 1,3,Lost / Dormant
CUST01751,969,1,534.15,Paid Google,1023.54,Tier 1,0,At Risk
CUST01752,643,2,712.1,Paid Google,721.53,Tier 1,0,At Risk
CUST01753,385,1,429.0,Paid Google,1049.6,Tier 1,3,Lost / Dormant
CUST01754,390,1,899.0,Paid Google,993.69,Tier 1,3,Lost / Dormant
CUST01755,750,3,3240.4,Organic Search,105.19,Tier 1,1,Loyalists
CUST01756,363,1,933.0,Paid Google,916.95,Tier 1,3,Lost / Dormant
CUST01757,271,1,329.05,Paid Instagram,887.92,Tier 1,3,Lost / Dormant
CUST01758,936,3,2808.75,Organic Search,216.65,Tier 2,1,Loyalists
CUST01759,575,1,219.2,Paid Google,1098.06,Tier 1,3,Lost / Dormant
CUST01760,326,2,1938.1,Direct,135.26,Tier 1,1,Loyalists
CUST01761,568,2,422.15,Email Referral,324.16,Tier 1,3,Lost / Dormant
CUST01762,925,2,2876.6,Paid Instagram,985.58,Tier 1,1,Loyalists
CUST01763,729,1,371.55,Organic Search,213.88,Tier 1,0,At Risk
CUST01764,538,3,2485.4,Organic Search,179.7,Tier 1,1,Loyalists
CUST01765,548,1,1858.0,Paid Google,868.86,Tier 2,3,Lost / Dormant
CUST01766,559,1,1008.1,Paid Google,728.04,Tier 1,3,Lost / Dormant
CUST01767,361,1,429.0,Paid Instagram,824.14,Tier 1,3,Lost / Dormant
CUST01768,346,1,886.6,Organic Search,112.73,Tier 2,3,Lost / Dormant
CUST01769,844,1,1522.15,Paid Instagram,1148.76,Tier 1,0,At Risk
CUST01770,444,1,309.0,Paid Google,839.15,Tier 1,3,Lost / Dormant
CUST01771,490,1,429.0,Paid Instagram,1092.34,Tier 1,3,Lost / Dormant
CUST01772,643,1,3474.3,Organic Search,138.96,Tier 2,1,Loyalists
CUST01773,481,1,3920.25,Organic Search,226.23,Tier 1,1,Loyalists
CUST01774,790,1,1078.2,Direct,103.22,Tier 1,0,At Risk
CUST01775,981,1,228.2,Organic Search,289.14,Tier 3,0,At Risk
CUST01776,912,1,94.05,Influencer,1575.22,Tier 1,0,At Risk
CUST01777,291,2,1017.15,Paid Google,691.33,Tier 1,3,Lost / Dormant
CUST01778,782,1,1038.4,Paid Google,865.2,Tier 1,0,At Risk
CUST01779,936,1,728.0,Influencer,1311.09,Tier 1,0,At Risk
CUST01780,934,1,348.4,Organic Search,203.29,Tier 1,0,At Risk
CUST01781,788,2,4048.25,Organic Search,152.57,Tier 1,1,Loyalists
CUST01782,731,1,74.15,Paid Google,757.67,Tier 2,0,At Risk
CUST01783,1089,1,408.2,Organic Search,180.82,Tier 1,0,At Risk
CUST01784,208,2,1359.8,Direct,131.85,Tier 1,3,Lost / Dormant
CUST01785,654,2,1543.35,Paid Google,813.75,Tier 1,1,Loyalists
CUST01786,260,3,2420.15,Email Referral,321.28,Tier 1,1,Loyalists
CUST01787,603,1,867.15,Paid Google,896.47,Tier 2,3,Lost / Dormant
CUST01788,167,3,4314.45,Organic Search,156.03,Tier 1,2,Champions
CUST01789,811,1,4170.25,Organic Search,187.62,Tier 1,1,Loyalists
CUST01790,951,2,921.15,Email Referral,305.05,Tier 1,0,At Risk
CUST01791,507,1,1698.4,Influencer,1196.81,Tier 1,3,Lost / Dormant
CUST01792,164,2,1257.2,Influencer,1124.04,Tier 1,3,Lost / Dormant
CUST01793,669,2,1079.2,Direct,94.58,Tier 2,1,Loyalists
CUST01794,645,2,2294.2,Paid Instagram,1206.6,Tier 1,1,Loyalists
CUST01795,438,1,659.0,Paid Instagram,1037.78,Tier 1,3,Lost / Dormant
CUST01796,463,2,2051.3,Direct,106.57,Tier 1,1,Loyalists
CUST01797,590,1,2097.0,Email Referral,216.75,Tier 1,3,Lost / Dormant
CUST01798,183,2,1772.1499999999999,Direct,65.82,Tier 1,3,Lost / Dormant
CUST01799,614,1,229.0,Influencer,2192.24,Tier 1,3,Lost / Dormant
CUST01800,617,1,948.0,Email Referral,326.11,Tier 1,3,Lost / Dormant
CUST01801,506,1,1416.0,Paid Instagram,1116.63,Tier 1,3,Lost / Dormant
CUST01802,1090,1,703.2,Influencer,1528.94,Tier 1,0,At Risk
CUST01803,195,2,3576.9,Paid Instagram,1204.72,Tier 1,1,Loyalists
CUST01804,508,1,633.2,Organic Search,278.65,Tier 2,3,Lost / Dormant
CUST01805,910,1,549.05,Paid Instagram,1120.05,Tier 1,0,At Risk
CUST01806,758,1,344.1,Direct,142.85,Tier 2,0,At Risk
CUST01807,748,2,1745.75,Paid Google,1059.94,Tier 1,1,Loyalists
CUST01808,709,1,473.0,Paid Instagram,1320.52,Tier 1,0,At Risk
CUST01809,834,2,1508.35,Paid Google,790.25,Tier 1,0,At Risk
CUST01810,504,1,1176.0,Influencer,1233.87,Tier 1,3,Lost / Dormant
CUST01811,727,1,670.6,Organic Search,163.38,Tier 1,0,At Risk
CUST01812,599,3,960.6500000000001,Email Referral,251.75,Tier 1,1,Loyalists
CUST01813,581,2,1382.25,Email Referral,170.01,Tier 3,1,Loyalists
CUST01814,225,1,947.3,Paid Google,714.68,Tier 1,3,Lost / Dormant
CUST01815,1035,2,1448.8,Email Referral,204.94,Tier 2,0,At Risk
CUST01816,1087,1,429.0,Paid Instagram,893.45,Tier 1,0,At Risk
CUST01817,880,1,219.2,Influencer,1827.05,Tier 2,0,At Risk
CUST01818,916,1,1378.4,Paid Google,1082.65,Tier 2,0,At Risk
CUST01819,950,2,3005.3999999999996,Email Referral,211.21,Tier 1,1,Loyalists
CUST01820,895,4,2372.45,Organic Search,166.32,Tier 2,2,Champions
CUST01821,1048,1,304.1,Direct,126.25,Tier 1,0,At Risk
CUST01822,865,1,669.0,Paid Instagram,1392.91,Tier 1,0,At Risk
CUST01823,125,3,2095.1,Direct,94.04,Tier 2,1,Loyalists
CUST01824,830,1,569.1,Email Referral,281.27,Tier 1,0,At Risk
CUST01825,327,1,499.2,Influencer,1728.36,Tier 2,3,Lost / Dormant
CUST01826,912,2,1547.0,Email Referral,166.44,Tier 1,0,At Risk
CUST01827,988,1,84.1,Email Referral,200.13,Tier 1,0,At Risk
CUST01828,438,3,2140.15,Organic Search,297.53,Tier 1,1,Loyalists
CUST01829,711,1,558.0,Paid Google,889.68,Tier 1,0,At Risk
CUST01830,209,2,748.1,Organic Search,136.43,Tier 1,3,Lost / Dormant
CUST01831,765,1,518.2,Paid Instagram,1088.47,Tier 1,0,At Risk
CUST01832,877,1,943.2,Influencer,1389.09,Tier 1,0,At Risk
CUST01833,567,1,372.3,Organic Search,167.45,Tier 2,3,Lost / Dormant
CUST01834,628,1,354.0,Organic Search,233.6,Tier 1,3,Lost / Dormant
CUST01835,721,1,669.0,Paid Instagram,815.25,Tier 1,0,At Risk
CUST01836,246,1,304.1,Direct,105.05,Tier 1,3,Lost / Dormant
CUST01837,650,1,264.1,Paid Google,1069.77,Tier 1,0,At Risk
CUST01838,397,1,675.6,Paid Instagram,810.03,Tier 1,3,Lost / Dormant
CUST01839,550,1,579.1,Influencer,1980.29,Tier 1,3,Lost / Dormant
CUST01840,994,1,371.55,Paid Google,917.45,Tier 1,0,At Risk
CUST01841,470,1,211.55,Influencer,1322.42,Tier 1,3,Lost / Dormant
CUST01842,468,2,1168.95,Paid Google,1046.87,Tier 3,1,Loyalists
CUST01843,771,2,3034.0,Paid Instagram,1200.87,Tier 1,1,Loyalists
CUST01844,675,1,369.2,Paid Instagram,1088.56,Tier 1,0,At Risk
CUST01845,933,1,1098.0,Paid Google,795.5,Tier 1,0,At Risk
CUST01846,814,1,558.1,Paid Instagram,1040.86,Tier 1,0,At Risk
CUST01847,316,1,1108.3,Organic Search,227.35,Tier 1,3,Lost / Dormant
CUST01848,237,4,2144.3,Organic Search,232.08,Tier 1,2,Champions
CUST01849,194,1,770.8,Paid Instagram,1346.3,Tier 3,3,Lost / Dormant
CUST01850,832,1,344.1,Paid Google,833.26,Tier 1,0,At Risk
CUST01851,866,1,338.2,Organic Search,117.71,Tier 1,0,At Risk
CUST01852,552,2,2511.35,Email Referral,277.61,Tier 1,1,Loyalists
CUST01853,391,2,870.55,Direct,91.96,Tier 1,3,Lost / Dormant
CUST01854,366,1,917.3,Paid Instagram,945.65,Tier 2,3,Lost / Dormant
CUST01855,840,4,2609.8500000000004,Organic Search,265.25,Tier 3,2,Champions
CUST01856,202,1,2649.6,Organic Search,176.52,Tier 2,3,Lost / Dormant
CUST01857,974,1,998.3,Influencer,1362.48,Tier 3,0,At Risk
CUST01858,287,1,588.2,Paid Google,830.37,Tier 1,3,Lost / Dormant
CUST01859,375,2,808.2,Email Referral,236.36,Tier 1,3,Lost / Dormant
CUST01860,757,1,1827.3,Paid Instagram,1352.4,Tier 1,0,At Risk
CUST01861,395,1,2267.0,Paid Google,1086.79,Tier 1,3,Lost / Dormant
CUST01862,380,1,318.4,Paid Google,731.59,Tier 3,3,Lost / Dormant
CUST01863,216,2,2402.2,Organic Search,263.09,Tier 1,1,Loyalists
CUST01864,544,1,519.0,Paid Google,1018.12,Tier 1,3,Lost / Dormant
CUST01865,354,1,1721.2,Paid Instagram,1043.64,Tier 1,3,Lost / Dormant
CUST01866,219,1,2741.6,Paid Instagram,1010.36,Tier 1,3,Lost / Dormant
CUST01867,766,1,624.05,Direct,68.98,Tier 1,0,At Risk
CUST01868,442,2,2565.5,Organic Search,223.69,Tier 1,1,Loyalists
CUST01869,139,2,2466.2,Organic Search,270.44,Tier 1,1,Loyalists
CUST01870,702,1,518.0,Paid Google,1078.04,Tier 1,0,At Risk
CUST01871,717,3,3609.1499999999996,Paid Google,620.39,Tier 1,2,Champions
CUST01872,866,1,927.0,Paid Instagram,1389.96,Tier 2,0,At Risk
CUST01873,873,1,1142.75,Organic Search,159.36,Tier 1,0,At Risk
CUST01874,671,1,344.1,Email Referral,349.67,Tier 1,0,At Risk
CUST01875,185,1,2386.0,Organic Search,177.42,Tier 2,3,Lost / Dormant
CUST01876,825,1,549.05,Email Referral,222.9,Tier 1,0,At Risk
CUST01877,386,1,569.1,Paid Instagram,1315.97,Tier 1,3,Lost / Dormant
CUST01878,293,1,992.3,Paid Instagram,1225.01,Tier 3,3,Lost / Dormant
CUST01879,360,1,1298.1,Organic Search,295.3,Tier 1,3,Lost / Dormant
CUST01880,648,1,1656.0,Influencer,1579.8,Tier 1,0,At Risk
CUST01881,1037,1,4165.5,Influencer,1624.29,Tier 2,1,Loyalists
CUST01882,239,2,737.3,Paid Instagram,951.21,Tier 1,3,Lost / Dormant
CUST01883,312,1,1911.0,Paid Google,1093.1,Tier 2,3,Lost / Dormant
CUST01884,405,1,219.2,Influencer,1355.82,Tier 1,3,Lost / Dormant
CUST01885,399,1,484.05,Organic Search,272.55,Tier 1,3,Lost / Dormant
CUST01886,303,1,1402.15,Influencer,1775.24,Tier 3,3,Lost / Dormant
CUST01887,839,1,633.1,Organic Search,254.75,Tier 3,0,At Risk
CUST01888,589,1,94.05,Organic Search,166.36,Tier 1,3,Lost / Dormant
CUST01889,705,1,1333.2,Email Referral,177.7,Tier 1,0,At Risk
CUST01890,284,2,1125.85,Paid Google,726.01,Tier 1,3,Lost / Dormant
CUST01891,680,2,1583.65,Paid Instagram,1179.8,Tier 3,1,Loyalists
CUST01892,1073,1,1776.2,Influencer,1166.99,Tier 2,0,At Risk
CUST01893,508,2,2261.45,Paid Instagram,996.12,Tier 1,1,Loyalists
CUST01894,876,2,1644.9,Email Referral,274.17,Tier 1,0,At Risk
CUST01895,395,1,2187.0,Paid Instagram,1159.83,Tier 2,3,Lost / Dormant
CUST01896,262,1,439.1,Influencer,1133.38,Tier 2,3,Lost / Dormant
CUST01897,675,2,2169.8,Email Referral,171.55,Tier 2,1,Loyalists
CUST01898,586,1,264.1,Direct,65.53,Tier 1,3,Lost / Dormant
CUST01899,976,1,1078.0,Email Referral,163.09,Tier 1,0,At Risk
CUST01900,485,2,2243.65,Direct,90.43,Tier 1,1,Loyalists
CUST01901,376,2,2315.1,Email Referral,317.81,Tier 1,1,Loyalists
CUST01902,765,1,928.4,Organic Search,212.6,Tier 2,0,At Risk
CUST01903,957,1,1962.15,Paid Google,699.02,Tier 1,0,At Risk
CUST01904,1071,1,498.4,Paid Instagram,992.91,Tier 1,0,At Risk
CUST01905,291,1,1797.3,Influencer,1947.93,Tier 2,3,Lost / Dormant
CUST01906,1005,1,519.0,Paid Instagram,1152.48,Tier 1,0,At Risk
CUST01907,548,1,659.0,Organic Search,293.35,Tier 1,3,Lost / Dormant
CUST01908,220,3,1902.4,Email Referral,297.71,Tier 2,1,Loyalists
CUST01909,1049,1,1078.2,Organic Search,119.73,Tier 2,0,At Risk
CUST01910,887,1,104.0,Paid Instagram,1142.69,Tier 1,0,At Risk
CUST01911,389,1,1352.6,Paid Instagram,974.27,Tier 1,3,Lost / Dormant
CUST01912,562,3,2318.4,Direct,87.18,Tier 2,1,Loyalists
CUST01913,457,1,489.2,Influencer,2070.14,Tier 1,3,Lost / Dormant
CUST01914,197,1,449.1,Paid Instagram,1348.24,Tier 1,3,Lost / Dormant
CUST01915,673,2,4263.5,Email Referral,330.22,Tier 1,1,Loyalists
CUST01916,691,1,229.1,Organic Search,253.43,Tier 1,0,At Risk
CUST01917,977,1,1442.3,Paid Instagram,1341.33,Tier 1,0,At Risk
CUST01918,339,1,835.8,Paid Instagram,1208.54,Tier 1,3,Lost / Dormant
CUST01919,511,1,509.1,Paid Google,980.49,Tier 1,3,Lost / Dormant
CUST01920,526,1,593.0,Direct,70.08,Tier 2,3,Lost / Dormant
CUST01921,981,1,679.0,Influencer,2016.4,Tier 1,0,At Risk
CUST01922,464,1,1087.3,Paid Instagram,1243.01,Tier 1,3,Lost / Dormant
CUST01923,509,2,2017.8999999999999,Organic Search,137.79,Tier 1,1,Loyalists
CUST01924,937,1,286.55,Influencer,2145.46,Tier 1,0,At Risk
CUST01925,1036,1,2051.4,Direct,65.31,Tier 1,0,At Risk
CUST01926,864,2,2505.15,Paid Instagram,1232.71,Tier 1,1,Loyalists
CUST01927,436,2,1489.6,Email Referral,261.37,Tier 1,1,Loyalists
CUST01928,395,1,1078.0,Paid Instagram,1110.83,Tier 1,3,Lost / Dormant
CUST01929,633,4,4197.8,Organic Search,128.7,Tier 1,2,Champions
CUST01930,519,1,770.8,Paid Google,793.76,Tier 1,3,Lost / Dormant
CUST01931,1020,1,189.2,Influencer,2006.4,Tier 1,0,At Risk
CUST01932,463,1,2061.4,Paid Google,1055.12,Tier 1,3,Lost / Dormant
CUST01933,442,1,768.0,Paid Google,1059.71,Tier 1,3,Lost / Dormant
CUST01934,800,1,1616.0,Paid Instagram,904.61,Tier 1,0,At Risk
CUST01935,1073,1,888.0,Paid Google,749.93,Tier 1,0,At Risk
CUST01936,878,2,368.35,Direct,85.29,Tier 2,0,At Risk
CUST01937,633,1,1330.25,Influencer,1527.29,Tier 1,0,At Risk
CUST01938,385,3,3563.85,Paid Instagram,930.18,Tier 1,2,Champions
CUST01939,532,1,241.65,Direct,129.21,Tier 2,3,Lost / Dormant
CUST01940,614,1,588.2,Paid Google,926.12,Tier 1,3,Lost / Dormant
CUST01941,757,2,2012.05,Paid Instagram,1333.95,Tier 1,1,Loyalists
CUST01942,524,2,1402.15,Paid Instagram,923.87,Tier 1,1,Loyalists
CUST01943,395,3,3402.0,Organic Search,139.56,Tier 2,2,Champions
CUST01944,961,1,969.1,Email Referral,247.34,Tier 1,0,At Risk
CUST01945,288,1,877.3,Organic Search,104.29,Tier 1,3,Lost / Dormant
CUST01946,731,1,399.05,Paid Google,675.3,Tier 1,0,At Risk
CUST01947,772,1,912.3,Paid Google,1014.13,Tier 1,0,At Risk
CUST01948,992,1,1137.6,Paid Google,679.91,Tier 2,0,At Risk
CUST01949,460,1,519.0,Influencer,1717.83,Tier 1,3,Lost / Dormant
CUST01950,661,3,4157.1,Organic Search,232.77,Tier 3,2,Champions
CUST01951,955,1,229.0,Organic Search,194.56,Tier 2,0,At Risk
CUST01952,256,1,623.4,Influencer,1585.03,Tier 1,3,Lost / Dormant
CUST01953,406,1,3613.0,Direct,138.56,Tier 1,1,Loyalists
CUST01954,457,1,1647.0,Paid Instagram,1036.17,Tier 1,3,Lost / Dormant
CUST01955,667,3,5660.7,Direct,129.28,Tier 1,2,Champions
CUST01956,490,1,2954.0,Paid Instagram,901.44,Tier 1,1,Loyalists
CUST01957,824,4,3114.55,Direct,140.58,Tier 1,2,Champions
CUST01958,576,2,1681.6499999999999,Paid Google,736.42,Tier 1,1,Loyalists
CUST01959,851,2,3865.3,Influencer,2119.2,Tier 2,1,Loyalists
CUST01960,816,2,1596.0,Paid Google,790.01,Tier 2,1,Loyalists
CUST01961,753,1,2712.0,Organic Search,202.52,Tier 1,1,Loyalists
CUST01962,741,1,659.0,Paid Instagram,1131.43,Tier 1,0,At Risk
CUST01963,312,2,2481.05,Direct,116.62,Tier 1,1,Loyalists
CUST01964,965,1,807.0,Paid Instagram,864.23,Tier 2,0,At Risk
CUST01965,273,1,478.0,Paid Instagram,852.43,Tier 1,3,Lost / Dormant
CUST01966,565,4,2723.1000000000004,Organic Search,223.49,Tier 2,2,Champions
CUST01967,755,1,1078.0,Organic Search,121.17,Tier 2,0,At Risk
CUST01968,332,1,748.2,Paid Instagram,911.34,Tier 2,3,Lost / Dormant
CUST01969,275,2,2111.3,Paid Instagram,992.24,Tier 1,1,Loyalists
CUST01970,587,1,1506.4,Organic Search,137.21,Tier 1,3,Lost / Dormant
CUST01971,575,1,399.0,Paid Google,687.93,Tier 1,3,Lost / Dormant
CUST01972,376,1,189.2,Organic Search,137.64,Tier 1,3,Lost / Dormant
CUST01973,443,1,1423.3,Paid Instagram,978.03,Tier 2,3,Lost / Dormant
CUST01974,708,3,3648.8,Paid Instagram,1241.27,Tier 2,2,Champions
CUST01975,796,3,3768.2,Paid Google,631.39,Tier 1,2,Champions
CUST01976,137,3,4942.35,Organic Search,234.81,Tier 1,2,Champions
CUST01977,306,1,1293.2,Paid Google,780.74,Tier 2,3,Lost / Dormant
CUST01978,336,1,3027.3,Influencer,1507.49,Tier 2,1,Loyalists
CUST01979,331,1,1119.0,Influencer,1745.95,Tier 1,3,Lost / Dormant
CUST01980,623,1,104.0,Influencer,1975.88,Tier 1,3,Lost / Dormant
CUST01981,951,1,1971.4,Influencer,1524.12,Tier 1,0,At Risk
CUST01982,94,2,2390.85,Paid Google,799.71,Tier 1,1,Loyalists
CUST01983,907,1,469.15,Paid Instagram,809.83,Tier 1,0,At Risk
CUST01984,585,1,399.05,Paid Instagram,982.11,Tier 1,3,Lost / Dormant
CUST01985,477,3,1517.2,Organic Search,289.47,Tier 1,1,Loyalists
CUST01986,986,1,1112.15,Paid Google,761.64,Tier 1,0,At Risk
CUST01987,590,1,728.0,Paid Instagram,1049.81,Tier 2,3,Lost / Dormant
CUST01988,777,1,2061.4,Paid Google,814.5,Tier 1,0,At Risk
CUST01989,383,5,6231.4,Paid Google,1032.05,Tier 2,2,Champions
CUST01990,583,2,3737.1000000000004,Paid Instagram,947.67,Tier 1,1,Loyalists
CUST01991,609,1,1047.0,Organic Search,211.0,Tier 2,3,Lost / Dormant
CUST01992,294,1,316.65,Direct,147.11,Tier 1,3,Lost / Dormant
CUST01993,841,1,1017.3,Email Referral,243.95,Tier 1,0,At Risk
CUST01994,944,1,1488.3,Paid Google,640.65,Tier 1,0,At Risk
CUST01995,696,1,1044.05,Paid Instagram,1274.77,Tier 2,0,At Risk
CUST01996,1035,1,1799.6,Email Referral,194.67,Tier 1,0,At Risk
CUST01997,292,1,474.05,Influencer,1452.04,Tier 1,3,Lost / Dormant
CUST01998,433,1,1158.1,Email Referral,334.74,Tier 1,3,Lost / Dormant
CUST01999,822,2,657.1500000000001,Organic Search,200.83,Tier 1,0,At Risk
CUST02000,223,1,2516.4,Organic Search,152.2,Tier 1,3,Lost / Dormant
CUST02001,315,1,478.3,Organic Search,173.73,Tier 1,3,Lost / Dormant
CUST02002,485,1,438.4,Influencer,1445.5,Tier 1,3,Lost / Dormant
CUST02003,564,2,858.0,Organic Search,217.3,Tier 1,3,Lost / Dormant
CUST02004,762,1,159.2,Paid Instagram,1021.29,Tier 1,0,At Risk
CUST02005,452,1,779.1,Influencer,1456.27,Tier 1,3,Lost / Dormant
CUST02006,764,1,2685.0,Organic Search,213.71,Tier 1,0,At Risk
CUST02007,983,2,3626.3500000000004,Influencer,1212.48,Tier 1,1,Loyalists
CUST02008,728,1,1647.0,Paid Instagram,1002.89,Tier 3,0,At Risk
CUST02009,538,1,779.1,Influencer,1557.99,Tier 1,3,Lost / Dormant
CUST02010,636,1,948.0,Email Referral,302.55,Tier 1,0,At Risk
CUST02011,523,1,2231.6,Organic Search,228.58,Tier 1,3,Lost / Dormant
CUST02012,856,1,1381.4,Paid Instagram,1372.65,Tier 2,0,At Risk
CUST02013,409,2,1637.75,Paid Google,609.63,Tier 1,1,Loyalists
CUST02014,1054,1,429.0,Influencer,1139.61,Tier 1,0,At Risk
CUST02015,1013,1,1168.1,Paid Google,784.06,Tier 1,0,At Risk
CUST02016,451,1,2267.3,Influencer,1409.56,Tier 1,3,Lost / Dormant
CUST02017,324,1,211.55,Email Referral,216.9,Tier 1,3,Lost / Dormant
CUST02018,804,1,316.65,Paid Instagram,1067.33,Tier 1,0,At Risk
CUST02019,1052,1,3295.5,Paid Instagram,864.04,Tier 1,0,At Risk
CUST02020,404,1,4913.35,Email Referral,268.65,Tier 1,1,Loyalists
CUST02021,700,3,1685.3000000000002,Organic Search,276.88,Tier 1,1,Loyalists
CUST02022,755,2,985.45,Paid Google,1030.18,Tier 2,0,At Risk
CUST02023,626,1,507.6,Organic Search,220.36,Tier 3,3,Lost / Dormant
CUST02024,802,1,2147.0,Influencer,1833.73,Tier 2,0,At Risk
CUST02025,34,3,3192.4,Email Referral,160.01,Tier 1,2,Champions
CUST02026,625,2,1372.2,Paid Google,1080.6,Tier 1,1,Loyalists
