return_id,order_id,customer_id,return_date,return_reason,refund_amount,reverse_logistics,restocking_cost,net_return_cost,acquisition_channel
RET000267,ORD0002133,CUST01395,2023-12-13,Not as described,2347.01,80,31.5,2458.51,Paid Instagram
RET000268,ORD0002138,CUST01399,2022-06-11,Wrong item,858.14,80,9.0,947.14,Organic Search
RET000269,ORD0002153,CUST01409,2024-02-28,Quality issue,2232.58,80,23.0,2335.58,Email Referral
RET000270,ORD0002171,CUST01423,2022-02-01,Quality issue,755.37,80,9.0,844.37,Paid Instagram
RET000271,ORD0002172,CUST01424,2023-06-15,Quality issue,1666.54,80,19.0,1765.54,Organic Search
RET000272,ORD0002185,CUST01432,2022-09-05,Product damaged,1230.14,80,12.75,1322.89,Paid Google
RET000273,ORD0002206,CUST01445,2022-05-24,Changed mind,563.81,80,6.5,650.31,Organic Search
RET000274,ORD0002216,CUST01451,2022-11-09,Product damaged,1444.53,80,18.0,1542.53,Influencer
RET000275,ORD0002219,CUST01452,2024-09-06,Changed mind,693.86,80,7.0,780.86,Paid Instagram
RET000276,ORD0002234,CUST01463,2022-05-25,Changed mind,402.05,80,4.75,486.8,Paid Instagram
RET000277,ORD0002241,CUST01468,2023-11-30,Allergic reaction,734.89,80,7.5,822.39,Organic Search
RET000278,ORD0002249,CUST01474,2023-01-23,Quality issue,229.6,80,2.5,312.1,Paid Instagram
RET000279,ORD0002250,CUST01474,2023-05-04,Product damaged,1201.26,80,14.5,1295.76,Paid Instagram
RET000280,ORD0002256,CUST01479,2023-03-14,Wrong item,372.1,80,4.0,456.1,Organic Search
RET000281,ORD0002259,CUST01482,2022-04-19,Not as described,1341.44,80,16.0,1437.44,Paid Google
RET000282,ORD0002264,CUST01484,2024-04-05,Changed mind,3893.74,80,51.0,4024.74,Paid Instagram
RET000283,ORD0002266,CUST01485,2022-12-14,Wrong item,413.13,80,4.0,497.13,Paid Instagram
RET000284,ORD0002269,CUST01488,2023-08-13,Not as described,1601.94,80,17.0,1698.94,Email Referral
RET000285,ORD0002279,CUST01494,2023-05-30,Quality issue,571.18,80,5.25,656.43,Direct
RET000286,ORD0002284,CUST01497,2023-05-10,Changed mind,1741.95,80,24.0,1845.95,Paid Google
RET000287,ORD0002287,CUST01500,2022-05-20,Quality issue,658.82,80,7.5,746.32,Email Referral
RET000288,ORD0002288,CUST01501,2022-05-27,Wrong item,800.76,80,8.0,888.76,Paid Instagram
RET000289,ORD0002303,CUST01510,2023-07-26,Wrong item,542.08,80,5.5,627.58,Paid Instagram
RET000290,ORD0002306,CUST01513,2023-12-18,Not as described,1416.2,80,15.0,1511.2,Influencer
RET000291,ORD0002311,CUST01517,2022-02-06,Wrong item,3563.14,80,35.25,3678.39,Paid Instagram
RET000292,ORD0002316,CUST01519,2023-10-02,Quality issue,2546.38,80,26.0,2652.38,Email Referral
RET000293,ORD0002321,CUST01522,2024-08-06,Product damaged,704.3,80,7.5,791.8,Influencer
RET000294,ORD0002324,CUST01524,2023-07-16,Quality issue,1087.51,80,12.0,1179.51,Direct
RET000295,ORD0002325,CUST01525,2024-06-06,Quality issue,602.29,80,7.5,689.79,Influencer
RET000296,ORD0002329,CUST01528,2023-05-08,Changed mind,737.61,80,7.5,825.11,Paid Google
RET000297,ORD0002348,CUST01540,2023-04-26,Changed mind,2479.0,80,32.0,2591.0,Paid Google
RET000298,ORD0002352,CUST01543,2022-09-20,Not as described,1354.34,80,13.75,1448.09,Influencer
RET000299,ORD0002358,CUST01547,2022-03-21,Not as described,412.27,80,4.0,496.27,Paid Google
RET000300,ORD0002364,CUST01549,2022-11-14,Not as described,2671.5,80,29.5,2781.0,Paid Google
RET000301,ORD0002381,CUST01561,2024-01-17,Not as described,358.92,80,4.0,442.92,Paid Instagram
RET000302,ORD0002388,CUST01565,2024-02-28,Not as described,3330.55,80,31.5,3442.05,Paid Instagram
RET000303,ORD0002403,CUST01573,2023-07-19,Product damaged,1387.74,80,15.0,1482.74,Direct
RET000304,ORD0002404,CUST01574,2023-10-03,Changed mind,1246.57,80,12.75,1339.32,Paid Google
RET000305,ORD0002408,CUST01577,2022-09-06,Wrong item,492.79,80,5.5,578.29,Influencer
RET000306,ORD0002442,CUST01597,2022-06-10,Quality issue,1281.63,80,16.0,1377.63,Direct
RET000307,ORD0002468,CUST01615,2023-10-17,Not as described,1726.08,80,18.0,1824.08,Paid Instagram
RET000308,ORD0002474,CUST01618,2024-05-24,Wrong item,327.12,80,3.0,410.12,Email Referral
RET000309,ORD0002489,CUST01631,2022-11-18,Not as described,1412.44,80,16.5,1508.94,Paid Instagram
RET000310,ORD0002490,CUST01632,2023-02-05,Not as described,3112.6,80,38.0,3230.6,Email Referral
RET000311,ORD0002500,CUST01637,2023-06-02,Not as described,313.63,80,3.0,396.63,Paid Google
RET000312,ORD0002509,CUST01644,2024-01-06,Quality issue,3302.2,80,33.5,3415.7,Paid Google
RET000313,ORD0002517,CUST01649,2023-06-25,Wrong item,2768.75,80,32.0,2880.75,Paid Instagram
RET000314,ORD0002522,CUST01654,2024-06-16,Wrong item,604.52,80,6.0,690.52,Paid Google
RET000315,ORD0002524,CUST01656,2022-10-29,Quality issue,697.95,80,7.0,784.95,Organic Search
RET000316,ORD0002528,CUST01659,2022-12-15,Quality issue,972.98,80,10.5,1063.48,Email Referral
RET000317,ORD0002533,CUST01663,2023-06-03,Product damaged,1549.66,80,17.0,1646.66,Influencer
RET000318,ORD0002559,CUST01676,2023-04-11,Changed mind,2248.3,80,27.0,2355.3,Paid Instagram
RET000319,ORD0002574,CUST01685,2024-07-31,Changed mind,1224.36,80,16.0,1320.36,Paid Google
RET000320,ORD0002579,CUST01687,2024-04-20,Wrong item,1011.78,80,9.25,1101.03,Influencer
RET000321,ORD0002592,CUST01695,2022-12-14,Changed mind,1120.6,80,12.0,1212.6,Paid Instagram
RET000322,ORD0002612,CUST01708,2022-05-24,Not as described,809.88,80,10.25,900.13,Paid Instagram
RET000323,ORD0002615,CUST01710,2024-05-30,Wrong item,304.42,80,3.0,387.42,Influencer
RET000324,ORD0002645,CUST01735,2022-05-02,Product damaged,598.19,80,6.0,684.19,Paid Instagram
RET000325,ORD0002659,CUST01741,2024-07-25,Changed mind,2672.57,80,30.0,2782.57,Paid Instagram
RET000326,ORD0002668,CUST01749,2024-07-31,Changed mind,594.26,80,6.0,680.26,Direct
RET000327,ORD0002671,CUST01752,2022-12-20,Product damaged,274.09,80,3.0,357.09,Paid Google
RET000328,ORD0002694,CUST01765,2023-07-14,Allergic reaction,2352.24,80,24.0,2456.24,Paid Google
RET000329,ORD0002695,CUST01766,2023-07-03,Quality issue,1149.23,80,13.0,1242.23,Paid Google
RET000330,ORD0002700,CUST01771,2023-09-07,Quality issue,545.04,80,5.5,630.54,Paid Instagram
RET000331,ORD0002705,CUST01776,2022-07-06,Wrong item,166.63,80,1.75,248.38,Influencer
RET000332,ORD0002708,CUST01778,2022-11-25,Product damaged,1240.43,80,17.0,1337.43,Paid Google
RET000333,ORD0002711,CUST01781,2022-10-07,Not as described,1214.84,80,11.5,1306.34,Organic Search
RET000334,ORD0002713,CUST01782,2023-01-05,Quality issue,155.18,80,1.75,236.93,Paid Google
RET000335,ORD0002724,CUST01788,2024-04-03,Product damaged,1246.45,80,13.75,1340.2,Organic Search
RET000336,ORD0002729,CUST01791,2023-08-19,Not as described,2356.1,80,32.0,2468.1,Influencer
RET000337,ORD0002734,CUST01794,2023-01-15,Wrong item,1208.62,80,12.0,1300.62,Paid Instagram
RET000338,ORD0002739,CUST01797,2023-05-26,Wrong item,2381.22,80,27.0,2488.22,Email Referral
RET000339,ORD0002743,CUST01800,2023-05-09,Not as described,1109.84,80,12.0,1201.84,Email Referral
RET000340,ORD0002745,CUST01802,2022-01-09,Quality issue,941.85,80,9.0,1030.85,Influencer
RET000341,ORD0002756,CUST01810,2023-08-31,Quality issue,1407.49,80,13.0,1500.49,Influencer
RET000342,ORD0002766,CUST01816,2022-01-20,Not as described,598.18,80,5.5,683.68,Paid Instagram
RET000343,ORD0002771,CUST01820,2022-02-02,Product damaged,349.31,80,3.5,432.81,Organic Search
RET000344,ORD0002774,CUST01820,2022-07-26,Not as described,438.01,80,5.5,523.51,Organic Search
RET000345,ORD0002781,CUST01825,2024-02-16,Quality issue,675.98,80,8.0,763.98,Influencer
RET000346,ORD0002790,CUST01830,2024-06-13,Quality issue,620.97,80,6.5,707.47,Organic Search
RET000347,ORD0002794,CUST01834,2023-04-18,Product damaged,430.49,80,4.25,514.74,Organic Search
RET000348,ORD0002795,CUST01835,2023-01-14,Changed mind,827.8,80,8.5,916.3,Paid Instagram
RET000349,ORD0002797,CUST01837,2023-04-02,Allergic reaction,367.78,80,4.0,451.78,Paid Google
RET000350,ORD0002801,CUST01841,2023-09-30,Product damaged,287.31,80,3.0,370.31,Influencer
RET000351,ORD0002804,CUST01843,2022-09-26,Quality issue,1072.17,80,12.0,1164.17,Paid Instagram
RET000352,ORD0002806,CUST01844,2023-03-11,Wrong item,501.37,80,6.5,587.87,Paid Instagram
RET000353,ORD0002809,CUST01847,2024-02-27,Quality issue,1342.88,80,18.0,1440.88,Organic Search
RET000354,ORD0002819,CUST01853,2023-10-26,Quality issue,768.75,80,9.0,857.75,Direct
RET000355,ORD0002822,CUST01855,2022-04-29,Not as described,388.64,80,4.0,472.64,Organic Search
RET000356,ORD0002833,CUST01862,2023-12-23,Quality issue,455.33,80,5.0,540.33,Paid Google
RET000357,ORD0002840,CUST01868,2023-07-12,Quality issue,1705.56,80,18.5,1804.06,Organic Search
RET000358,ORD0002865,CUST01888,2023-06-05,Not as described,176.55,80,1.75,258.3,Organic Search
RET000359,ORD0002866,CUST01889,2023-01-31,Changed mind,1718.08,80,20.25,1818.33,Email Referral
RET000360,ORD0002903,CUST01915,2023-02-01,Wrong item,1633.73,80,18.0,1731.73,Email Referral
RET000361,ORD0002906,CUST01917,2022-05-13,Allergic reaction,1778.61,80,19.25,1877.86,Paid Instagram
RET000362,ORD0002919,CUST01927,2023-10-31,Wrong item,1225.38,80,12.5,1317.88,Email Referral
RET000363,ORD0002940,CUST01941,2022-12-21,Quality issue,1721.45,80,18.0,1819.45,Paid Instagram
RET000364,ORD0002947,CUST01945,2024-03-27,Allergic reaction,1040.66,80,11.5,1132.16,Organic Search
RET000365,ORD0002962,CUST01956,2023-09-08,Quality issue,3454.04,80,34.0,3568.04,Paid Instagram
RET000366,ORD0002993,CUST01974,2023-02-04,Changed mind,412.5,80,4.25,496.75,Paid Instagram
RET000367,ORD0002996,CUST01975,2022-11-12,Quality issue,1290.79,80,12.5,1383.29,Paid Google
RET000368,ORD0003001,CUST01978,2024-02-11,Product damaged,3803.91,80,48.0,3931.91,Influencer
RET000369,ORD0003006,CUST01982,2024-10-11,Wrong item,1100.76,80,11.0,1191.76,Paid Google
RET000370,ORD0003013,CUST01987,2023-05-24,Quality issue,920.55,80,8.0,1008.55,Paid Instagram
RET000371,ORD0003017,CUST01989,2023-07-19,Wrong item,482.62,80,5.25,567.87,Paid Google
RET000372,ORD0003024,CUST01993,2022-09-16,Quality issue,1344.54,80,13.5,1438.04,Email Referral
RET000373,ORD0003032,CUST02000,2024-06-04,Wrong item,2867.61,80,33.0,2980.61,Organic Search
RET000374,ORD0003041,CUST02007,2022-05-02,Quality issue,2748.77,80,27.5,2856.27,Influencer
RET000375,ORD0003043,CUST02009,2023-07-17,Not as described,970.53,80,12.0,1062.53,Influencer
RET000376,ORD0003046,CUST02012,2022-09-01,Wrong item,1678.72,80,17.75,1776.47,Paid Instagram
RET000377,ORD0003047,CUST02013,2023-10-26,Wrong item,281.93,80,2.5,364.43,Paid Google
RET000378,ORD0003051,CUST02016,2023-10-21,Wrong item,2794.24,80,32.0,2906.24,Influencer
RET000379,ORD0003053,CUST02018,2022-10-29,Quality issue,408.5,80,4.5,493.0,Paid Instagram
RET000380,ORD0003060,CUST02022,2022-12-23,Not as described,800.9,80,7.75,888.65,Paid Google
RET000381,ORD0003066,CUST02026,2023-02-03,Not as described,895.69,80,10.0,985.69,Paid Google
RET000382,ORD0003076,CUST02031,2023-12-22,Allergic reaction,156.22,80,1.75,237.97,Paid Instagram
RET000383,ORD0003087,CUST02039,2023-04-03,Product damaged,1559.41,80,16.0,1655.41,Paid Google
RET000384,ORD0003098,CUST02047,2023-12-16,Quality issue,302.24,80,3.0,385.24,Paid Instagram
RET000385,ORD0003101,CUST02048,2022-04-27,Wrong item,995.91,80,10.5,1086.41,Influencer
RET000386,ORD0003115,CUST02057,2023-05-01,Product damaged,272.14,80,2.5,354.64,Paid Instagram
RET000387,ORD0003123,CUST02064,2022-05-03,Product damaged,441.63,80,4.25,525.88,Email Referral
RET000388,ORD0003125,CUST02065,2023-05-20,Product damaged,900.6,80,12.0,992.6,Email Referral
RET000389,ORD0003151,CUST02084,2023-09-28,Not as described,402.32,80,4.0,486.32,Direct
RET000390,ORD0003168,CUST02095,2024-07-10,Quality issue,393.31,80,4.25,477.56,Direct
RET000391,ORD0003184,CUST02106,2023-03-04,Product damaged,1745.58,80,22.0,1847.58,Paid Instagram
RET000392,ORD0003185,CUST02107,2023-01-30,Product damaged,332.46,80,3.5,415.96,Email Referral
RET000393,ORD0003205,CUST02120,2022-06-25,Product damaged,1113.12,80,12.75,1205.87,Paid Google
RET000394,ORD0003222,CUST02129,2023-05-28,Changed mind,486.06,80,6.0,572.06,Influencer
RET000395,ORD0003226,CUST02133,2023-06-15,Wrong item,756.75,80,8.5,845.25,Paid Instagram
RET000396,ORD0003236,CUST02139,2022-11-18,Wrong item,590.14,80,6.0,676.14,Paid Instagram
RET000397,ORD0003247,CUST02147,2022-09-28,Quality issue,872.62,80,8.5,961.12,Email Referral
RET000398,ORD0003253,CUST02151,2023-08-13,Changed mind,1418.01,80,13.5,1511.51,Influencer
RET000399,ORD0003264,CUST02158,2023-12-02,Quality issue,740.21,80,7.75,827.96,Organic Search
RET000400,ORD0003267,CUST02161,2024-01-07,Product damaged,1312.73,80,16.0,1408.73,Paid Google
RET000401,ORD0003269,CUST02162,2022-08-08,Quality issue,672.03,80,7.5,759.53,Organic Search
RET000402,ORD0003287,CUST02172,2022-04-16,Quality issue,1118.91,80,11.0,1209.91,Paid Instagram
RET000403,ORD0003298,CUST02182,2023-08-30,Quality issue,2173.62,80,26.5,2280.12,Influencer
RET000404,ORD0003308,CUST02187,2022-08-25,Wrong item,596.23,80,6.5,682.73,Paid Instagram
RET000405,ORD0003322,CUST02193,2024-08-25,Product damaged,259.45,80,2.5,341.95,Paid Instagram
RET000406,ORD0003358,CUST02219,2022-01-27,Quality issue,1430.07,80,18.0,1528.07,Email Referral
RET000407,ORD0003367,CUST02225,2023-06-26,Not as described,1459.78,80,16.0,1555.78,Influencer
RET000408,ORD0003373,CUST02230,2023-01-13,Product damaged,254.75,80,2.5,337.25,Paid Google
RET000409,ORD0003380,CUST02234,2024-07-06,Quality issue,586.25,80,6.5,672.75,Organic Search
RET000410,ORD0003382,CUST02236,2022-06-06,Quality issue,608.68,80,7.5,696.18,Influencer
RET000411,ORD0003401,CUST02246,2023-11-19,Changed mind,377.74,80,4.0,461.74,Influencer
RET000412,ORD0003404,CUST02248,2022-10-13,Quality issue,1190.48,80,12.0,1282.48,Email Referral
RET000413,ORD0003414,CUST02254,2022-10-05,Changed mind,574.89,80,5.5,660.39,Email Referral
RET000414,ORD0003434,CUST02265,2023-07-18,Wrong item,689.69,80,8.5,778.19,Paid Instagram
RET000415,ORD0003447,CUST02273,2024-03-20,Wrong item,1046.86,80,12.0,1138.86,Organic Search
RET000416,ORD0003455,CUST02276,2023-05-12,Changed mind,1109.81,80,13.0,1202.81,Influencer
RET000417,ORD0003456,CUST02277,2022-03-21,Product damaged,824.75,80,8.0,912.75,Influencer
RET000418,ORD0003465,CUST02283,2024-07-11,Quality issue,415.67,80,4.25,499.92,Paid Google
RET000419,ORD0003466,CUST02284,2022-10-27,Product damaged,339.73,80,3.0,422.73,Paid Google
RET000420,ORD0003484,CUST02298,2022-05-28,Not as described,1361.39,80,13.5,1454.89,Paid Instagram
RET000421,ORD0003485,CUST02299,2022-11-11,Wrong item,1371.52,80,16.0,1467.52,Paid Instagram
RET000422,ORD0003505,CUST02313,2023-11-07,Product damaged,1374.6,80,13.0,1467.6,Paid Instagram
RET000423,ORD0003517,CUST02322,2023-11-04,Quality issue,3913.61,80,37.0,4030.61,Paid Instagram
RET000424,ORD0003541,CUST02341,2024-07-20,Changed mind,662.41,80,6.0,748.41,Organic Search
RET000425,ORD0003545,CUST02343,2023-04-26,Product damaged,397.4,80,3.5,480.9,Paid Instagram
RET000426,ORD0003550,CUST02346,2023-05-02,Not as described,562.05,80,5.25,647.3,Paid Instagram
RET000427,ORD0003567,CUST02358,2024-03-31,Not as described,192.61,80,1.75,274.36,Influencer
RET000428,ORD0003575,CUST02365,2023-10-12,Changed mind,1794.27,80,17.0,1891.27,Paid Instagram
RET000429,ORD0003578,CUST02367,2023-09-16,Not as described,1261.65,80,12.0,1353.65,Direct
RET000430,ORD0003606,CUST02383,2023-08-02,Quality issue,422.14,80,4.5,506.64,Organic Search
RET000431,ORD0003616,CUST02389,2023-09-15,Changed mind,1131.35,80,16.0,1227.35,Direct
RET000432,ORD0003648,CUST02407,2022-07-21,Allergic reaction,1098.75,80,11.0,1189.75,Influencer
RET000433,ORD0003651,CUST02409,2023-10-29,Product damaged,1468.9,80,16.0,1564.9,Paid Google
RET000434,ORD0003671,CUST02420,2023-04-22,Wrong item,2733.74,80,29.0,2842.74,Paid Instagram
RET000435,ORD0003676,CUST02423,2022-06-06,Not as described,927.96,80,8.5,1016.46,Influencer
RET000436,ORD0003677,CUST02424,2024-06-10,Product damaged,3785.92,80,48.0,3913.92,Email Referral
RET000437,ORD0003697,CUST02436,2024-06-19,Changed mind,1321.34,80,13.0,1414.34,Paid Google
RET000438,ORD0003699,CUST02438,2023-05-20,Not as described,539.39,80,4.5,623.89,Paid Google
RET000439,ORD0003704,CUST02442,2023-11-20,Product damaged,383.33,80,4.0,467.33,Paid Instagram
RET000440,ORD0003706,CUST02443,2022-07-13,Wrong item,2851.54,80,29.75,2961.29,Paid Instagram
RET000441,ORD0003711,CUST02447,2022-04-12,Not as described,424.7,80,4.0,508.7,Paid Instagram
RET000442,ORD0003726,CUST02460,2024-03-27,Wrong item,2804.27,80,29.5,2913.77,Paid Google
RET000443,ORD0003728,CUST02460,2024-09-03,Changed mind,656.59,80,8.0,744.59,Paid Google
RET000444,ORD0003738,CUST02468,2022-02-27,Changed mind,235.68,80,2.5,318.18,Paid Instagram
RET000445,ORD0003744,CUST02472,2022-06-24,Allergic reaction,978.05,80,8.5,1066.55,Organic Search
RET000446,ORD0003747,CUST02475,2022-12-08,Product damaged,2001.45,80,23.5,2104.95,Paid Instagram
RET000447,ORD0003748,CUST02476,2023-05-17,Quality issue,1586.79,80,20.5,1687.29,Paid Google
RET000448,ORD0003750,CUST02478,2023-12-31,Not as described,4438.02,80,54.0,4572.02,Paid Instagram
RET000449,ORD0003769,CUST02488,2024-02-06,Quality issue,1540.3,80,15.5,1635.8,Paid Instagram
RET000450,ORD0003798,CUST02505,2022-09-14,Not as described,729.16,80,9.0,818.16,Influencer
RET000451,ORD0003816,CUST02515,2024-02-03,Changed mind,1510.58,80,18.0,1608.58,Influencer
RET000452,ORD0003825,CUST02520,2024-02-16,Wrong item,838.93,80,8.0,926.93,Organic Search
RET000453,ORD0003833,CUST02524,2023-03-18,Wrong item,695.48,80,6.0,781.48,Influencer
RET000454,ORD0003834,CUST02525,2022-11-30,Changed mind,854.11,80,8.5,942.61,Paid Instagram
RET000455,ORD0003847,CUST02534,2022-02-27,Not as described,768.37,80,8.0,856.37,Paid Instagram
RET000456,ORD0003885,CUST02562,2024-03-01,Allergic reaction,1757.18,80,16.0,1853.18,Email Referral
RET000457,ORD0003886,CUST02563,2022-05-01,Product damaged,775.08,80,8.0,863.08,Email Referral
RET000458,ORD0003889,CUST02566,2022-09-14,Changed mind,258.04,80,2.5,340.54,Influencer
RET000459,ORD0003895,CUST02570,2023-01-26,Not as described,1811.47,80,17.5,1908.97,Influencer
RET000460,ORD0003900,CUST02571,2023-04-26,Allergic reaction,382.36,80,4.0,466.36,Organic Search
RET000461,ORD0003903,CUST02574,2022-11-18,Product damaged,878.1,80,12.0,970.1,Paid Instagram
RET000462,ORD0003916,CUST02578,2022-06-26,Wrong item,1538.9,80,17.0,1635.9,Paid Google
RET000463,ORD0003919,CUST02581,2023-10-06,Not as described,363.4,80,4.0,447.4,Paid Instagram
RET000464,ORD0003927,CUST02584,2024-01-27,Changed mind,1075.43,80,11.5,1166.93,Influencer
RET000465,ORD0003934,CUST02586,2023-09-09,Not as described,4047.37,80,47.0,4174.37,Paid Instagram
RET000466,ORD0003943,CUST02593,2024-04-24,Changed mind,786.73,80,8.5,875.23,Paid Google
RET000467,ORD0003974,CUST02614,2022-09-16,Not as described,239.7,80,3.0,322.7,Paid Google
RET000468,ORD0003981,CUST02617,2024-06-14,Not as described,901.14,80,9.5,990.64,Paid Google
RET000469,ORD0003989,CUST02623,2023-12-15,Product damaged,227.67,80,2.5,310.17,Paid Instagram
RET000470,ORD0003998,CUST02630,2023-04-07,Not as described,959.51,80,12.0,1051.51,Paid Instagram
RET000471,ORD0004003,CUST02634,2023-10-04,Not as described,1379.32,80,15.0,1474.32,Paid Google
RET000472,ORD0004023,CUST02648,2022-09-10,Changed mind,622.71,80,6.0,708.71,Influencer
RET000473,ORD0004030,CUST02653,2023-01-15,Changed mind,1337.78,80,15.0,1432.78,Influencer
RET000474,ORD0004035,CUST02655,2024-07-28,Not as described,1817.58,80,19.5,1917.08,Paid Instagram
RET000475,ORD0004044,CUST02663,2024-02-18,Not as described,1140.93,80,12.5,1233.43,Paid Instagram
RET000476,ORD0004055,CUST02672,2024-04-09,Product damaged,1283.0,80,12.75,1375.75,Paid Google
RET000477,ORD0004061,CUST02674,2024-04-18,Not as described,506.65,80,6.0,592.65,Organic Search
RET000478,ORD0004064,CUST02675,2022-05-26,Wrong item,1491.34,80,18.0,1589.34,Email Referral
RET000479,ORD0004070,CUST02678,2023-06-06,Quality issue,806.88,80,8.75,895.63,Influencer
RET000480,ORD0004079,CUST02686,2022-06-15,Not as described,511.26,80,6.0,597.26,Paid Google
RET000481,ORD0004105,CUST02702,2024-07-20,Changed mind,686.46,80,6.5,772.96,Paid Instagram
RET000482,ORD0004107,CUST02704,2024-04-14,Product damaged,357.98,80,3.5,441.48,Paid Instagram
RET000483,ORD0004118,CUST02709,2022-06-28,Not as described,554.78,80,6.5,641.28,Paid Instagram
RET000484,ORD0004126,CUST02714,2022-06-08,Changed mind,1190.39,80,12.5,1282.89,Paid Instagram
RET000485,ORD0004164,CUST02739,2023-04-13,Not as described,639.72,80,8.5,728.22,Organic Search
RET000486,ORD0004165,CUST02739,2023-07-26,Product damaged,1531.95,80,14.5,1626.45,Organic Search
RET000487,ORD0004179,CUST02751,2023-11-19,Quality issue,4057.89,80,40.5,4178.39,Paid Instagram
RET000488,ORD0004183,CUST02753,2022-06-29,Wrong item,176.75,80,1.75,258.5,Paid Instagram
RET000489,ORD0004184,CUST02753,2022-09-04,Not as described,1689.16,80,19.0,1788.16,Paid Instagram
RET000490,ORD0004212,CUST02771,2022-06-29,Quality issue,1979.58,80,19.5,2079.08,Paid Instagram
RET000491,ORD0004219,CUST02776,2024-01-30,Not as described,4156.43,80,40.0,4276.43,Paid Instagram
RET000492,ORD0004232,CUST02785,2023-04-17,Not as described,1032.0,80,12.0,1124.0,Influencer
RET000493,ORD0004241,CUST02791,2022-08-05,Not as described,281.18,80,3.5,364.68,Paid Google
RET000494,ORD0004247,CUST02795,2022-04-03,Product damaged,2673.67,80,31.5,2785.17,Paid Instagram
RET000495,ORD0004264,CUST02806,2022-05-08,Product damaged,2334.16,80,24.75,2438.91,Direct
RET000496,ORD0004270,CUST02810,2024-01-30,Changed mind,404.46,80,4.0,488.46,Influencer
RET000497,ORD0004274,CUST02813,2023-03-16,Quality issue,1549.05,80,15.5,1644.55,Paid Google
RET000498,ORD0004302,CUST02831,2022-01-16,Wrong item,1382.16,80,17.5,1479.66,Paid Google
RET000499,ORD0004339,CUST02855,2023-07-20,Changed mind,1225.74,80,13.0,1318.74,Paid Instagram
RET000500,ORD0004348,CUST02859,2024-04-25,Changed mind,696.14,80,6.0,782.14,Paid Google
RET000501,ORD0004360,CUST02866,2022-08-25,Wrong item,138.32,80,1.75,220.07,Direct
RET000502,ORD0004373,CUST02877,2022-01-29,Not as described,1519.89,80,22.0,1621.89,Organic Search
RET000503,ORD0004379,CUST02881,2022-10-22,Quality issue,817.52,80,9.0,906.52,Paid Instagram
RET000504,ORD0004385,CUST02884,2023-07-20,Quality issue,344.78,80,4.0,428.78,Organic Search
RET000505,ORD0004396,CUST02892,2023-03-25,Wrong item,1069.34,80,11.5,1160.84,Influencer
RET000506,ORD0004399,CUST02894,2024-08-11,Quality issue,553.63,80,5.5,639.13,Paid Instagram
RET000507,ORD0004400,CUST02895,2022-12-09,Allergic reaction,1084.09,80,12.75,1176.84,Direct
RET000508,ORD0004421,CUST02911,2023-09-10,Changed mind,1049.78,80,12.0,1141.78,Paid Instagram
RET000509,ORD0004424,CUST02914,2024-05-15,Quality issue,1415.34,80,17.0,1512.34,Organic Search
RET000510,ORD0004450,CUST02931,2024-01-21,Changed mind,510.41,80,6.0,596.41,Email Referral
RET000511,ORD0004453,CUST02932,2023-04-26,Wrong item,356.67,80,3.5,440.17,Paid Instagram
RET000512,ORD0004455,CUST02933,2024-02-24,Not as described,861.66,80,10.5,952.16,Paid Instagram
RET000513,ORD0004457,CUST02935,2023-10-13,Product damaged,694.57,80,6.0,780.57,Organic Search
RET000514,ORD0004477,CUST02947,2022-06-10,Wrong item,1329.15,80,12.5,1421.65,Influencer
RET000515,ORD0004489,CUST02953,2024-02-23,Changed mind,1799.92,80,18.0,1897.92,Influencer
RET000516,ORD0004495,CUST02958,2022-10-11,Changed mind,953.0,80,10.25,1043.25,Direct
RET000517,ORD0004498,CUST02959,2023-02-09,Product damaged,1322.91,80,16.0,1418.91,Organic Search
RET000518,ORD0004502,CUST02963,2023-05-04,Quality issue,405.82,80,4.0,489.82,Influencer
RET000519,ORD0004509,CUST02967,2023-06-14,Changed mind,326.56,80,3.5,410.06,Paid Google
RET000520,ORD0004516,CUST02972,2023-04-29,Changed mind,1563.79,80,17.0,1660.79,Paid Instagram
RET000521,ORD0004534,CUST02984,2023-06-20,Allergic reaction,267.14,80,3.0,350.14,Paid Google
RET000522,ORD0004535,CUST02985,2022-04-30,Allergic reaction,1189.42,80,12.0,1281.42,Paid Instagram
RET000523,ORD0004537,CUST02986,2023-06-24,Product damaged,285.45,80,3.5,368.95,Paid Instagram
RET000524,ORD0004539,CUST02988,2023-01-30,Not as described,1919.59,80,22.5,2022.09,Paid Instagram
RET000525,ORD0004548,CUST02995,2022-07-05,Changed mind,1318.42,80,13.5,1411.92,Paid Instagram
RET000526,ORD0004561,CUST03001,2023-12-11,Wrong item,1230.82,80,16.25,1327.07,Organic Search
RET000527,ORD0004571,CUST03007,2024-04-16,Product damaged,344.01,80,3.5,427.51,Organic Search
RET000528,ORD0004579,CUST03012,2023-02-21,Quality issue,197.83,80,1.75,279.58,Direct
RET000529,ORD0004581,CUST03013,2023-01-25,Wrong item,1034.63,80,12.5,1127.13,Paid Google
RET000530,ORD0004587,CUST03017,2022-04-17,Product damaged,3354.64,80,33.0,3467.64,Paid Google
RET000531,ORD0004589,CUST03019,2023-08-03,Changed mind,408.19,80,4.5,492.69,Paid Instagram
RET000532,ORD0004590,CUST03020,2022-05-25,Changed mind,1882.09,80,24.0,1986.09,Paid Instagram
