customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category
CUST02477,2023-07-11,Influencer,1707.24,Kolkata,Tier 1,35,Female,Supplements
CUST02478,2023-12-26,Paid Instagram,1270.67,Mumbai,Tier 1,20,Female,Skincare
CUST02479,2022-11-01,Email Referral,269.59,Ahmedabad,Tier 1,49,Male,Personal Care
CUST02480,2023-06-26,Email Referral,277.78,Nagpur,Tier 3,22,Female,Personal Care
CUST02481,2024-04-13,Organic Search,220.6,Hyderabad,Tier 1,36,Female,Personal Care
CUST02482,2022-06-02,Direct,78.67,Delhi,Tier 1,21,Female,Supplements
CUST02483,2024-04-30,Paid Instagram,993.39,Delhi,Tier 1,29,Female,Supplements
CUST02484,2022-04-27,Influencer,1590.67,Nagpur,Tier 3,18,Female,Supplements
CUST02485,2023-03-18,Paid Instagram,1373.45,Lucknow,Tier 2,26,Female,Personal Care
CUST02486,2023-04-17,Paid Instagram,1124.33,Jaipur,Tier 2,28,Female,Personal Care
CUST02487,2022-06-12,Paid Instagram,1195.56,Ahmedabad,Tier 1,34,Female,Skincare
CUST02488,2023-12-02,Paid Instagram,1169.13,Ahmedabad,Tier 1,50,Female,Personal Care
CUST02489,2022-04-25,Direct,94.45,Mumbai,Tier 1,19,Male,Supplements
CUST02490,2023-06-05,Direct,132.03,Mumbai,Tier 1,22,Other,Personal Care
CUST02491,2022-11-08,Email Referral,182.14,Chennai,Tier 1,25,Female,Supplements
CUST02492,2024-01-26,Influencer,1728.2,Chandigarh,Tier 2,46,Other,Supplements
CUST02493,2022-01-12,Paid Google,630.86,Chennai,Tier 1,19,Female,Skincare
CUST02494,2022-11-24,Paid Google,646.85,Hyderabad,Tier 1,29,Male,Personal Care
CUST02495,2022-11-03,Influencer,1200.65,Pune,Tier 1,23,Male,Personal Care
CUST02496,2023-08-28,Organic Search,133.07,Bengaluru,Tier 1,45,Female,Haircare
CUST02497,2024-02-10,Influencer,2137.6,Hyderabad,Tier 1,48,Male,Skincare
CUST02498,2023-08-26,Paid Google,956.69,Bengaluru,Tier 1,34,Male,Skincare
CUST02499,2023-03-10,Email Referral,235.43,Mumbai,Tier 1,49,Male,Haircare
CUST02500,2022-10-18,Paid Instagram,1285.09,Ahmedabad,Tier 1,32,Female,Personal Care
CUST02501,2024-03-08,Paid Google,890.52,Kochi,Tier 2,43,Female,Skincare
CUST02502,2023-03-08,Email Referral,206.61,Ahmedabad,Tier 1,42,Female,Haircare
CUST02503,2023-09-19,Organic Search,153.13,Hyderabad,Tier 1,50,Female,Skincare
CUST02504,2022-06-06,Paid Google,651.1,Pune,Tier 1,27,Female,Supplements
CUST02505,2022-09-06,Influencer,1547.29,Lucknow,Tier 2,52,Female,Skincare
CUST02506,2023-08-11,Influencer,1956.53,Indore,Tier 3,35,Female,Haircare
CUST02507,2024-06-20,Organic Search,297.0,Hyderabad,Tier 1,43,Female,Personal Care
CUST02508,2022-03-11,Organic Search,224.65,Hyderabad,Tier 1,22,Female,Skincare
CUST02509,2024-04-29,Paid Instagram,1337.64,Mumbai,Tier 1,33,Female,Haircare
CUST02510,2024-06-13,Direct,90.74,Delhi,Tier 1,32,Female,Personal Care
CUST02511,2022-12-16,Email Referral,199.73,Delhi,Tier 1,34,Female,Skincare
CUST02512,2024-03-09,Paid Google,610.97,Lucknow,Tier 2,28,Female,Supplements
CUST02513,2023-05-23,Organic Search,124.91,Delhi,Tier 1,24,Female,Skincare
CUST02514,2023-12-15,Email Referral,155.65,Bengaluru,Tier 1,44,Female,Skincare
CUST02515,2024-01-29,Influencer,2102.71,Chennai,Tier 1,22,Male,Haircare
CUST02516,2023-09-01,Organic Search,250.6,Chennai,Tier 1,20,Female,Skincare
CUST02517,2023-04-18,Email Referral,179.09,Lucknow,Tier 2,35,Female,Supplements
CUST02518,2024-05-18,Paid Google,993.64,Nagpur,Tier 3,38,Male,Personal Care
CUST02519,2022-09-29,Organic Search,223.29,Chennai,Tier 1,52,Female,Haircare
CUST02520,2023-08-19,Organic Search,223.71,Hyderabad,Tier 1,46,Female,Personal Care
CUST02521,2023-12-07,Influencer,1199.33,Surat,Tier 2,39,Female,Supplements
CUST02522,2022-02-20,Email Referral,272.74,Mumbai,Tier 1,29,Female,Personal Care
CUST02523,2022-09-10,Direct,88.15,Ahmedabad,Tier 1,20,Female,Skincare
CUST02524,2023-03-09,Influencer,1168.05,Ahmedabad,Tier 1,52,Male,Personal Care
CUST02525,2022-11-18,Paid Instagram,1385.52,Delhi,Tier 1,26,Female,Supplements
CUST02526,2023-09-06,Paid Google,842.75,Mumbai,Tier 1,21,Female,Supplements
CUST02527,2022-11-02,Email Referral,266.07,Chennai,Tier 1,29,Female,Personal Care
CUST02528,2023-11-30,Direct,128.55,Surat,Tier 2,45,Female,Personal Care
CUST02529,2024-03-19,Paid Instagram,897.1,Hyderabad,Tier 1,37,Female,Supplements
CUST02530,2023-03-30,Influencer,2081.71,Bengaluru,Tier 1,46,Male,Supplements
CUST02531,2022-08-15,Organic Search,201.28,Delhi,Tier 1,19,Female,Haircare
CUST02532,2023-01-14,Email Referral,230.89,Delhi,Tier 1,42,Male,Haircare
CUST02533,2022-12-11,Organic Search,110.84,Ahmedabad,Tier 1,43,Male,Supplements
CUST02534,2022-02-24,Paid Instagram,1359.15,Mumbai,Tier 1,45,Female,Haircare
CUST02535,2022-06-05,Paid Instagram,1377.97,Bengaluru,Tier 1,46,Female,Personal Care
CUST02536,2023-05-01,Organic Search,126.87,Bengaluru,Tier 1,38,Female,Personal Care
CUST02537,2022-03-22,Paid Instagram,1225.48,Delhi,Tier 1,24,Female,Supplements
CUST02538,2023-06-14,Influencer,2192.71,Pune,Tier 1,18,Male,Skincare
CUST02539,2023-08-26,Paid Instagram,1037.65,Chennai,Tier 1,49,Other,Haircare
CUST02540,2022-03-23,Paid Instagram,1157.31,Delhi,Tier 1,40,Female,Skincare
CUST02541,2022-10-07,Direct,149.42,Hyderabad,Tier 1,44,Male,Haircare
CUST02542,2023-03-12,Organic Search,246.09,Mumbai,Tier 1,28,Female,Supplements
CUST02543,2024-02-17,Paid Instagram,1005.29,Surat,Tier 2,45,Female,Personal Care
CUST02544,2023-06-30,Email Referral,260.82,Mumbai,Tier 1,28,Female,Supplements
CUST02545,2022-06-29,Direct,62.34,Bengaluru,Tier 1,32,Female,Supplements
CUST02546,2024-02-10,Paid Google,734.18,Indore,Tier 3,20,Male,Personal Care
CUST02547,2023-10-31,Paid Google,926.1,Bengaluru,Tier 1,39,Male,Haircare
CUST02548,2022-03-20,Email Referral,338.89,Mumbai,Tier 1,27,Male,Personal Care
CUST02549,2023-07-05,Paid Google,968.24,Pune,Tier 1,49,Male,Skincare
CUST02550,2024-03-03,Influencer,1326.91,Hyderabad,Tier 1,36,Male,Haircare
CUST02551,2022-02-01,Influencer,2015.86,Delhi,Tier 1,52,Female,Haircare
CUST02552,2023-05-02,Email Referral,152.52,Bengaluru,Tier 1,52,Female,Skincare
CUST02553,2023-02-01,Organic Search,265.34,Indore,Tier 3,34,Female,Haircare
CUST02554,2023-09-16,Paid Instagram,1387.32,Nagpur,Tier 3,38,Male,Haircare
CUST02555,2022-08-23,Paid Google,714.76,Bengaluru,Tier 1,37,Female,Skincare
CUST02556,2024-01-03,Influencer,1584.6,Surat,Tier 2,50,Female,Skincare
CUST02557,2022-12-20,Email Referral,205.77,Nagpur,Tier 3,34,Male,Supplements
CUST02558,2023-03-14,Paid Google,865.87,Mumbai,Tier 1,52,Male,Skincare
CUST02559,2023-09-27,Influencer,1875.03,Delhi,Tier 1,24,Female,Supplements
CUST02560,2023-09-03,Paid Instagram,1121.98,Mumbai,Tier 1,50,Female,Supplements
CUST02561,2024-01-23,Email Referral,274.42,Bengaluru,Tier 1,45,Other,Haircare
CUST02562,2024-02-22,Email Referral,162.18,Ahmedabad,Tier 1,38,Female,Haircare
CUST02563,2022-04-18,Email Referral,239.88,Bengaluru,Tier 1,26,Female,Haircare
CUST02564,2022-04-02,Paid Instagram,1391.9,Surat,Tier 2,52,Male,Personal Care
CUST02565,2022-06-29,Organic Search,280.91,Delhi,Tier 1,32,Female,Haircare
CUST02566,2022-09-01,Influencer,1213.52,Pune,Tier 1,25,Other,Personal Care
CUST02567,2024-04-16,Paid Instagram,1328.94,Delhi,Tier 1,31,Other,Skincare
CUST02568,2023-07-25,Organic Search,133.56,Chandigarh,Tier 2,25,Female,Skincare
CUST02569,2022-08-24,Paid Instagram,801.27,Delhi,Tier 1,22,Male,Personal Care
CUST02570,2023-01-24,Influencer,2101.04,Mumbai,Tier 1,50,Male,Personal Care
CUST02571,2022-05-05,Organic Search,116.72,Mumbai,Tier 1,36,Female,Personal Care
CUST02572,2022-10-23,Email Referral,294.9,Mumbai,Tier 1,36,Male,Haircare
CUST02573,2022-03-29,Organic Search,251.02,Pune,Tier 1,48,Female,Haircare
CUST02574,2022-11-13,Paid Instagram,1389.47,Hyderabad,Tier 1,38,Male,Skincare
CUST02575,2022-07-23,Paid Instagram,1396.75,Kolkata,Tier 1,47,Male,Personal Care
CUST02576,2022-01-04,Direct,131.56,Bengaluru,Tier 1,39,Male,Personal Care
CUST02577,2022-03-18,Paid Google,1051.47,Bengaluru,Tier 1,20,Female,Personal Care
CUST02578,2022-04-05,Paid Google,1052.49,Mumbai,Tier 1,43,Male,Supplements
CUST02579,2023-12-27,Email Referral,318.14,Mumbai,Tier 1,32,Other,Skincare
CUST02580,2023-07-09,Email Referral,229.76,Bengaluru,Tier 1,35,Male,Personal Care
CUST02581,2023-09-22,Paid Instagram,1263.8,Mumbai,Tier 1,30,Female,Haircare
CUST02582,2022-05-25,Paid Google,962.81,Bengaluru,Tier 1,43,Female,Personal Care
CUST02583,2023-06-25,Email Referral,236.69,Delhi,Tier 1,51,Male,Skincare
CUST02584,2023-11-30,Influencer,1633.82,Ahmedabad,Tier 1,22,Female,Supplements
CUST02585,2023-03-16,Email Referral,240.71,Delhi,Tier 1,22,Female,Personal Care
CUST02586,2023-09-01,Paid Instagram,813.37,Delhi,Tier 1,23,Female,Supplements
CUST02587,2023-10-09,Influencer,1714.97,Chennai,Tier 1,29,Female,Supplements
CUST02588,2023-07-21,Direct,126.11,Lucknow,Tier 2,41,Male,Skincare
CUST02589,2023-01-05,Email Referral,212.87,Bengaluru,Tier 1,25,Female,Personal Care
CUST02590,2022-04-03,Paid Google,668.98,Ahmedabad,Tier 1,36,Female,Haircare
CUST02591,2022-04-09,Email Referral,309.45,Chennai,Tier 1,27,Female,Personal Care
CUST02592,2023-03-23,Direct,66.27,Delhi,Tier 1,48,Female,Skincare
CUST02593,2024-04-10,Paid Google,1097.85,Ahmedabad,Tier 1,34,Male,Supplements
CUST02594,2022-05-16,Paid Google,876.78,Mumbai,Tier 1,36,Female,Skincare
CUST02595,2024-03-09,Paid Google,601.44,Chennai,Tier 1,27,Female,Supplements
CUST02596,2022-01-01,Influencer,1119.87,Kolkata,Tier 1,21,Female,Personal Care
CUST02597,2023-12-23,Paid Instagram,1046.01,Surat,Tier 2,21,Female,Haircare
CUST02598,2022-10-13,Email Referral,244.0,Lucknow,Tier 2,29,Female,Supplements
CUST02599,2024-06-25,Email Referral,151.01,Jaipur,Tier 2,23,Female,Haircare
CUST02600,2022-09-26,Paid Instagram,944.22,Kolkata,Tier 1,26,Other,Skincare
CUST02601,2023-07-10,Paid Google,997.42,Chandigarh,Tier 2,41,Female,Skincare
CUST02602,2022-12-26,Paid Instagram,1184.89,Kochi,Tier 2,21,Female,Supplements
CUST02603,2023-09-18,Direct,96.38,Delhi,Tier 1,24,Other,Skincare
CUST02604,2023-03-14,Paid Google,1040.06,Mumbai,Tier 1,41,Female,Personal Care
CUST02605,2023-08-07,Paid Instagram,826.31,Mumbai,Tier 1,47,Female,Personal Care
CUST02606,2023-11-28,Influencer,2152.68,Mumbai,Tier 1,34,Male,Skincare
CUST02607,2023-08-11,Email Referral,262.35,Jaipur,Tier 2,38,Male,Haircare
CUST02608,2022-05-25,Email Referral,254.38,Jaipur,Tier 2,44,Female,Haircare
CUST02609,2023-02-27,Email Referral,269.04,Bengaluru,Tier 1,35,Male,Skincare
CUST02610,2024-01-21,Paid Google,912.2,Mumbai,Tier 1,50,Male,Personal Care
CUST02611,2022-11-15,Paid Instagram,849.59,Jaipur,Tier 2,22,Female,Supplements
CUST02612,2022-12-27,Paid Instagram,1198.39,Jaipur,Tier 2,43,Female,Haircare
CUST02613,2022-10-31,Paid Instagram,1328.99,Delhi,Tier 1,41,Female,Haircare
CUST02614,2022-06-05,Paid Google,630.24,Hyderabad,Tier 1,35,Other,Personal Care
CUST02615,2023-03-16,Paid Instagram,1152.97,Hyderabad,Tier 1,32,Other,Supplements
CUST02616,2023-07-09,Email Referral,259.43,Chennai,Tier 1,29,Female,Haircare
CUST02617,2024-03-27,Paid Google,1084.52,Chandigarh,Tier 2,37,Female,Haircare
CUST02618,2022-12-05,Influencer,1590.07,Bengaluru,Tier 1,46,Male,Skincare
CUST02619,2023-04-05,Paid Google,776.22,Pune,Tier 1,41,Male,Haircare
CUST02620,2022-07-07,Paid Instagram,805.84,Kolkata,Tier 1,20,Female,Supplements
CUST02621,2022-11-29,Direct,99.34,Mumbai,Tier 1,37,Male,Skincare
CUST02622,2022-04-13,Email Referral,349.36,Kochi,Tier 2,47,Male,Personal Care
CUST02623,2023-12-05,Paid Instagram,997.12,Mumbai,Tier 1,36,Male,Personal Care
CUST02624,2022-02-25,Organic Search,135.43,Ahmedabad,Tier 1,19,Female,Supplements
CUST02625,2022-11-19,Direct,143.22,Jaipur,Tier 2,23,Male,Skincare
CUST02626,2023-11-14,Email Referral,237.55,Mumbai,Tier 1,38,Male,Supplements
CUST02627,2022-03-02,Email Referral,321.99,Mumbai,Tier 1,21,Female,Skincare
CUST02628,2024-06-02,Paid Google,691.55,Kolkata,Tier 1,40,Male,Supplements
CUST02629,2024-06-30,Paid Google,616.0,Pune,Tier 1,36,Female,Personal Care
CUST02630,2023-03-30,Paid Instagram,1306.71,Ahmedabad,Tier 1,47,Female,Skincare
CUST02631,2023-12-27,Direct,117.41,Kolkata,Tier 1,19,Male,Skincare
CUST02632,2023-02-07,Paid Instagram,1206.52,Bengaluru,Tier 1,31,Male,Skincare
CUST02633,2023-08-16,Paid Instagram,966.46,Mumbai,Tier 1,26,Male,Haircare
CUST02634,2023-06-03,Paid Google,1086.15,Pune,Tier 1,36,Female,Supplements
CUST02635,2022-04-07,Organic Search,298.1,Kochi,Tier 2,39,Male,Haircare
CUST02636,2023-01-03,Direct,125.0,Bengaluru,Tier 1,41,Male,Supplements
CUST02637,2023-01-06,Paid Instagram,819.95,Bengaluru,Tier 1,44,Male,Skincare
CUST02638,2023-02-12,Organic Search,288.58,Pune,Tier 1,21,Female,Personal Care
CUST02639,2023-05-04,Organic Search,255.66,Delhi,Tier 1,33,Other,Supplements
CUST02640,2022-05-09,Organic Search,291.28,Kolkata,Tier 1,30,Female,Supplements
CUST02641,2023-12-17,Paid Google,787.48,Indore,Tier 3,32,Female,Personal Care
CUST02642,2023-01-22,Influencer,2031.16,Kolkata,Tier 1,39,Female,Haircare
CUST02643,2022-12-23,Paid Instagram,843.73,Lucknow,Tier 2,31,Other,Supplements
CUST02644,2023-02-05,Paid Google,652.88,Delhi,Tier 1,52,Female,Skincare
CUST02645,2023-11-09,Organic Search,240.49,Kochi,Tier 2,27,Female,Haircare
CUST02646,2024-05-26,Paid Google,607.62,Mumbai,Tier 1,20,Female,Personal Care
CUST02647,2022-02-17,Email Referral,151.12,Bengaluru,Tier 1,52,Female,Personal Care
CUST02648,2022-09-06,Influencer,2075.04,Mumbai,Tier 1,25,Female,Personal Care
CUST02649,2024-03-24,Paid Google,1063.76,Mumbai,Tier 1,36,Male,Supplements
CUST02650,2023-04-13,Direct,137.65,Bengaluru,Tier 1,52,Female,Haircare
CUST02651,2023-08-31,Paid Instagram,1262.64,Kolkata,Tier 1,37,Female,Skincare
CUST02652,2024-05-13,Paid Instagram,1202.62,Delhi,Tier 1,29,Male,Haircare
CUST02653,2022-12-29,Influencer,1185.51,Chennai,Tier 1,47,Other,Skincare
CUST02654,2022-05-10,Organic Search,188.98,Mumbai,Tier 1,23,Male,Haircare
CUST02655,2024-02-09,Paid Instagram,908.56,Chennai,Tier 1,45,Male,Haircare
CUST02656,2024-03-25,Paid Instagram,1196.15,Pune,Tier 1,22,Female,Skincare
CUST02657,2023-05-16,Influencer,1855.03,Kolkata,Tier 1,24,Female,Skincare
CUST02658,2022-08-05,Influencer,1465.55,Chennai,Tier 1,23,Male,Supplements
CUST02659,2023-04-20,Influencer,1617.49,Ahmedabad,Tier 1,24,Female,Skincare
CUST02660,2024-02-08,Organic Search,167.93,Nagpur,Tier 3,33,Female,Haircare
CUST02661,2023-01-20,Paid Instagram,892.74,Pune,Tier 1,48,Male,Supplements
CUST02662,2024-06-22,Paid Google,626.71,Bengaluru,Tier 1,24,Other,Haircare
CUST02663,2024-02-12,Paid Instagram,800.73,Hyderabad,Tier 1,29,Female,Supplements
CUST02664,2023-10-03,Influencer,2177.32,Chandigarh,Tier 2,26,Male,Haircare
CUST02665,2022-04-01,Paid Instagram,1092.36,Bengaluru,Tier 1,35,Male,Haircare
CUST02666,2024-05-30,Direct,60.97,Chennai,Tier 1,44,Other,Supplements
CUST02667,2023-12-29,Influencer,1111.23,Delhi,Tier 1,26,Male,Skincare
CUST02668,2023-10-12,Paid Instagram,830.42,Delhi,Tier 1,27,Female,Haircare
CUST02669,2023-03-26,Paid Instagram,1310.29,Chennai,Tier 1,26,Male,Skincare
CUST02670,2024-01-06,Paid Instagram,1339.11,Delhi,Tier 1,26,Female,Personal Care
CUST02671,2022-02-18,Paid Google,797.94,Hyderabad,Tier 1,18,Male,Skincare
CUST02672,2024-03-23,Paid Google,1067.45,Pune,Tier 1,46,Female,Supplements
CUST02673,2023-08-22,Paid Google,868.63,Mumbai,Tier 1,26,Male,Skincare
CUST02674,2023-09-05,Organic Search,236.53,Mumbai,Tier 1,22,Female,Personal Care
CUST02675,2022-02-11,Email Referral,181.82,Surat,Tier 2,51,Female,Skincare
CUST02676,2024-05-12,Paid Google,870.61,Indore,Tier 3,35,Female,Personal Care
CUST02677,2022-06-04,Paid Google,1000.73,Pune,Tier 1,30,Male,Personal Care
CUST02678,2023-05-29,Influencer,1546.45,Mumbai,Tier 1,41,Male,Personal Care
CUST02679,2023-02-07,Email Referral,300.63,Hyderabad,Tier 1,20,Female,Personal Care
CUST02680,2022-03-28,Direct,130.42,Pune,Tier 1,41,Female,Supplements
CUST02681,2024-03-08,Influencer,1380.21,Kolkata,Tier 1,20,Female,Personal Care
CUST02682,2022-07-21,Paid Google,902.33,Ahmedabad,Tier 1,30,Male,Personal Care
CUST02683,2022-11-06,Paid Google,788.46,Ahmedabad,Tier 1,47,Female,Haircare
CUST02684,2023-03-21,Paid Google,658.74,Surat,Tier 2,36,Male,Supplements
CUST02685,2023-02-25,Paid Instagram,1351.78,Ahmedabad,Tier 1,39,Male,Supplements
CUST02686,2022-06-04,Paid Google,857.34,Mumbai,Tier 1,50,Male,Skincare
CUST02687,2023-05-20,Influencer,1753.53,Kochi,Tier 2,24,Male,Personal Care
CUST02688,2022-09-03,Paid Instagram,1344.46,Kolkata,Tier 1,23,Male,Personal Care
CUST02689,2022-07-25,Paid Google,1002.5,Chennai,Tier 1,26,Male,Supplements
CUST02690,2022-07-11,Direct,116.67,Surat,Tier 2,41,Female,Haircare
CUST02691,2022-07-27,Paid Instagram,820.84,Kochi,Tier 2,33,Female,Supplements
CUST02692,2023-06-26,Email Referral,155.6,Chennai,Tier 1,35,Female,Personal Care
CUST02693,2023-02-04,Organic Search,212.74,Chandigarh,Tier 2,35,Female,Personal Care
CUST02694,2023-12-31,Paid Google,998.74,Surat,Tier 2,35,Male,Supplements
CUST02695,2023-01-05,Direct,93.66,Indore,Tier 3,48,Other,Supplements
CUST02696,2024-01-16,Paid Google,851.39,Pune,Tier 1,22,Female,Supplements
CUST02697,2022-07-01,Paid Instagram,1021.96,Bengaluru,Tier 1,52,Male,Skincare
CUST02698,2024-05-08,Influencer,2108.77,Kochi,Tier 2,37,Female,Supplements
CUST02699,2023-02-13,Paid Instagram,993.86,Pune,Tier 1,41,Female,Personal Care
CUST02700,2023-04-03,Paid Google,1026.72,Delhi,Tier 1,33,Female,Supplements
CUST02701,2023-01-12,Paid Instagram,1153.1,Jaipur,Tier 2,25,Female,Personal Care
CUST02702,2024-04-13,Paid Instagram,1398.62,Bengaluru,Tier 1,34,Male,Haircare
CUST02703,2022-06-11,Paid Instagram,1289.95,Kochi,Tier 2,37,Male,Supplements
CUST02704,2024-04-09,Paid Instagram,1139.94,Mumbai,Tier 1,32,Male,Personal Care
CUST02705,2023-11-29,Paid Instagram,817.99,Chandigarh,Tier 2,25,Female,Supplements
CUST02706,2022-05-26,Direct,57.94,Kochi,Tier 2,46,Female,Supplements
CUST02707,2022-08-03,Paid Google,1084.73,Bengaluru,Tier 1,35,Male,Haircare
CUST02708,2023-06-02,Paid Google,729.88,Jaipur,Tier 2,49,Female,Personal Care
CUST02709,2022-06-17,Paid Instagram,1360.26,Surat,Tier 2,19,Male,Personal Care
CUST02710,2024-06-15,Email Referral,179.52,Kolkata,Tier 1,46,Female,Haircare
CUST02711,2023-02-14,Influencer,1547.41,Ahmedabad,Tier 1,30,Female,Skincare
CUST02712,2022-03-05,Paid Google,623.32,Ahmedabad,Tier 1,40,Male,Personal Care
CUST02713,2022-03-06,Direct,143.61,Mumbai,Tier 1,38,Male,Skincare
CUST02714,2022-06-05,Paid Instagram,1209.45,Chennai,Tier 1,26,Female,Haircare
CUST02715,2023-11-10,Paid Google,697.43,Lucknow,Tier 2,45,Female,Supplements
CUST02716,2023-08-11,Paid Instagram,874.05,Ahmedabad,Tier 1,31,Male,Skincare
CUST02717,2022-06-18,Influencer,1318.31,Chandigarh,Tier 2,30,Female,Supplements
CUST02718,2022-06-07,Paid Google,795.38,Chennai,Tier 1,19,Female,Haircare
CUST02719,2023-10-09,Influencer,1962.5,Lucknow,Tier 2,40,Female,Supplements
CUST02720,2022-12-27,Direct,135.98,Lucknow,Tier 2,31,Male,Haircare
CUST02721,2023-10-18,Paid Instagram,1288.81,Ahmedabad,Tier 1,32,Male,Haircare
CUST02722,2023-09-10,Email Referral,150.28,Pune,Tier 1,41,Male,Haircare
CUST02723,2022-08-19,Email Referral,234.65,Mumbai,Tier 1,23,Female,Skincare
CUST02724,2022-04-04,Influencer,1706.35,Chandigarh,Tier 2,47,Female,Haircare
CUST02725,2023-05-25,Paid Google,660.4,Jaipur,Tier 2,50,Male,Haircare
CUST02726,2022-04-12,Paid Google,662.34,Mumbai,Tier 1,43,Female,Haircare
CUST02727,2023-07-26,Email Referral,276.42,Ahmedabad,Tier 1,29,Male,Personal Care
CUST02728,2024-05-12,Organic Search,284.61,Pune,Tier 1,34,Female,Supplements
CUST02729,2023-05-05,Organic Search,188.52,Delhi,Tier 1,34,Female,Haircare
CUST02730,2022-08-10,Direct,148.25,Nagpur,Tier 3,27,Male,Skincare
CUST02731,2024-02-12,Organic Search,150.75,Pune,Tier 1,27,Female,Haircare
CUST02732,2023-11-12,Organic Search,226.27,Nagpur,Tier 3,29,Female,Supplements
CUST02733,2023-01-22,Paid Google,1044.21,Delhi,Tier 1,39,Female,Skincare
CUST02734,2022-09-06,Direct,113.54,Lucknow,Tier 2,48,Male,Haircare
CUST02735,2023-10-26,Paid Instagram,833.25,Mumbai,Tier 1,43,Male,Personal Care
CUST02736,2024-04-27,Paid Google,842.78,Delhi,Tier 1,38,Female,Supplements
CUST02737,2023-10-31,Organic Search,129.7,Pune,Tier 1,22,Female,Personal Care
CUST02738,2023-11-08,Paid Instagram,1270.73,Mumbai,Tier 1,43,Female,Personal Care
CUST02739,2023-01-31,Organic Search,246.1,Mumbai,Tier 1,48,Female,Supplements
CUST02740,2022-03-16,Paid Google,1068.39,Jaipur,Tier 2,22,Female,Personal Care
CUST02741,2022-10-02,Direct,106.62,Mumbai,Tier 1,39,Female,Supplements
CUST02742,2023-11-18,Paid Instagram,1232.54,Mumbai,Tier 1,31,Female,Personal Care
CUST02743,2023-01-02,Influencer,1166.22,Jaipur,Tier 2,18,Male,Skincare
CUST02744,2023-03-22,Paid Google,933.33,Indore,Tier 3,22,Male,Personal Care
CUST02745,2024-01-17,Paid Instagram,889.8,Ahmedabad,Tier 1,22,Male,Haircare
CUST02746,2023-03-17,Organic Search,224.06,Chandigarh,Tier 2,47,Female,Personal Care
CUST02747,2023-08-03,Paid Google,837.28,Kochi,Tier 2,22,Female,Personal Care
CUST02748,2022-08-25,Email Referral,270.39,Mumbai,Tier 1,29,Female,Personal Care
CUST02749,2022-01-29,Organic Search,167.82,Hyderabad,Tier 1,51,Female,Personal Care
CUST02750,2023-03-07,Organic Search,268.13,Bengaluru,Tier 1,31,Male,Supplements
CUST02751,2023-09-10,Paid Instagram,1261.98,Mumbai,Tier 1,39,Female,Skincare
CUST02752,2023-11-20,Direct,107.82,Kolkata,Tier 1,39,Female,Skincare
CUST02753,2022-06-12,Paid Instagram,841.55,Mumbai,Tier 1,19,Male,Personal Care
CUST02754,2022-10-06,Email Referral,262.61,Nagpur,Tier 3,47,Male,Supplements
CUST02755,2023-12-30,Influencer,1254.31,Mumbai,Tier 1,47,Female,Supplements
CUST02756,2024-02-20,Influencer,1541.01,Hyderabad,Tier 1,46,Female,Supplements
CUST02757,2022-04-02,Email Referral,190.26,Hyderabad,Tier 1,40,Female,Skincare
CUST02758,2022-12-05,Paid Google,803.35,Mumbai,Tier 1,40,Female,Haircare
CUST02759,2022-02-08,Influencer,1524.73,Pune,Tier 1,35,Female,Haircare
CUST02760,2023-03-28,Direct,138.27,Mumbai,Tier 1,40,Female,Personal Care
CUST02761,2022-07-30,Paid Instagram,1022.58,Mumbai,Tier 1,47,Male,Haircare
CUST02762,2022-04-23,Paid Google,680.55,Delhi,Tier 1,44,Male,Personal Care
CUST02763,2022-03-22,Paid Google,907.04,Lucknow,Tier 2,51,Male,Supplements
CUST02764,2022-12-24,Organic Search,182.79,Chandigarh,Tier 2,45,Female,Supplements
CUST02765,2024-06-14,Organic Search,284.67,Chandigarh,Tier 2,32,Female,Supplements
CUST02766,2024-03-21,Email Referral,272.4,Surat,Tier 2,43,Female,Haircare
CUST02767,2022-09-06,Organic Search,288.95,Lucknow,Tier 2,34,Female,Personal Care
CUST02768,2023-08-12,Paid Google,1038.54,Surat,Tier 2,34,Female,Haircare
CUST02769,2022-02-18,Paid Instagram,1100.3,Pune,Tier 1,26,Female,Personal Care
CUST02770,2022-08-12,Organic Search,233.8,Nagpur,Tier 3,52,Male,Supplements
CUST02771,2022-06-11,Paid Instagram,804.79,Mumbai,Tier 1,46,Female,Haircare
CUST02772,2023-05-06,Paid Instagram,1087.36,Kolkata,Tier 1,37,Male,Supplements
CUST02773,2023-10-08,Paid Instagram,1047.68,Ahmedabad,Tier 1,39,Female,Haircare
CUST02774,2022-05-09,Email Referral,152.03,Mumbai,Tier 1,37,Female,Personal Care
CUST02775,2023-01-26,Email Referral,179.68,Chandigarh,Tier 2,32,Female,Skincare
CUST02776,2024-01-25,Paid Instagram,863.98,Surat,Tier 2,25,Female,Personal Care
CUST02777,2023-02-07,Paid Google,864.38,Surat,Tier 2,43,Female,Supplements
CUST02778,2024-05-09,Organic Search,100.46,Hyderabad,Tier 1,45,Other,Skincare
CUST02779,2023-09-17,Direct,56.88,Delhi,Tier 1,41,Female,Haircare
CUST02780,2022-12-02,Paid Google,710.64,Hyderabad,Tier 1,22,Female,Supplements
CUST02781,2022-07-29,Paid Instagram,910.14,Bengaluru,Tier 1,44,Female,Haircare
