order_item_id,order_id,customer_id,product_name,category,mrp,selling_price,quantity,line_revenue,line_cogs
ITEM00037521,ORD0003752,CUST02479,Hand Cream Repair,Personal Care,349,314.1,2,628.2,120
ITEM00037531,ORD0003753,CUST02479,Hand Cream Repair,Personal Care,349,279.2,1,279.2,60
ITEM00037532,ORD0003753,CUST02479,Hand Cream Repair,Personal Care,349,279.2,1,279.2,60
ITEM00037533,ORD0003753,CUST02479,Intimate Wash,Personal Care,449,359.2,2,718.4,160
ITEM00037541,ORD0003754,CUST02479,Deodorant Roll-On,Personal Care,299,299.0,1,299.0,50
ITEM00037551,ORD0003755,CUST02480,Omega 3 Fish Oil,Supplements,899,719.2,1,719.2,170
ITEM00037561,ORD0003756,CUST02480,Onion Hair Oil,Haircare,549,466.65,1,466.65,90
ITEM00037571,ORD0003757,CUST02480,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00037581,ORD0003758,CUST02481,Hand Cream Repair,Personal Care,349,296.65,1,296.65,60
ITEM00037591,ORD0003759,CUST02481,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00037592,ORD0003759,CUST02481,Hand Cream Repair,Personal Care,349,296.65,1,296.65,60
ITEM00037601,ORD0003760,CUST02481,Hand Cream Repair,Personal Care,349,314.1,3,942.3,180
ITEM00037611,ORD0003761,CUST02481,Intimate Wash,Personal Care,449,404.1,1,404.1,80
ITEM00037621,ORD0003762,CUST02482,Biotin Hair Serum,Haircare,699,664.05,3,1992.15,390
ITEM00037631,ORD0003763,CUST02483,Omega 3 Fish Oil,Supplements,899,719.2,1,719.2,170
ITEM00037641,ORD0003764,CUST02484,Omega 3 Fish Oil,Supplements,899,719.2,3,2157.6,510
ITEM00037642,ORD0003764,CUST02484,Vitamin D3 + K2,Supplements,699,559.2,2,1118.4,240
ITEM00037651,ORD0003765,CUST02485,Intimate Wash,Personal Care,449,404.1,1,404.1,80
ITEM00037661,ORD0003766,CUST02486,SPF 50 Sunscreen,Skincare,599,539.1,1,539.1,110
ITEM00037671,ORD0003767,CUST02487,Lip Balm SPF 15,Personal Care,199,199.0,1,199.0,35
ITEM00037672,ORD0003767,CUST02487,Face Wash Gel,Skincare,349,349.0,1,349.0,60
ITEM00037681,ORD0003768,CUST02488,Charcoal Body Wash,Personal Care,399,339.15,2,678.3,140
ITEM00037682,ORD0003768,CUST02488,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00037691,ORD0003769,CUST02488,Charcoal Body Wash,Personal Care,399,379.05,1,379.05,70
ITEM00037692,ORD0003769,CUST02488,Intimate Wash,Personal Care,449,426.55,3,1279.65,240
ITEM00037701,ORD0003770,CUST02489,Iron + Folic Acid,Supplements,499,499.0,1,499.0,85
ITEM00037711,ORD0003771,CUST02489,Biotin Tablets 10000mcg,Supplements,799,799.0,1,799.0,150
ITEM00037721,ORD0003772,CUST02489,Onion Hair Oil,Haircare,549,521.55,1,521.55,90
ITEM00037731,ORD0003773,CUST02489,Intimate Wash,Personal Care,449,426.55,1,426.55,80
ITEM00037732,ORD0003773,CUST02489,Scalp Scrub,Haircare,399,379.05,1,379.05,70
ITEM00037741,ORD0003774,CUST02490,Lip Balm SPF 15,Personal Care,199,159.2,1,159.2,35
ITEM00037751,ORD0003775,CUST02491,Collagen Powder,Supplements,1499,1424.05,2,2848.1,640
ITEM00037761,ORD0003776,CUST02492,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00037771,ORD0003777,CUST02493,Hyaluronic Moisturizer,Skincare,799,719.1,1,719.1,150
ITEM00037772,ORD0003777,CUST02493,Hyaluronic Moisturizer,Skincare,799,719.1,1,719.1,150
ITEM00037781,ORD0003778,CUST02494,Intimate Wash,Personal Care,449,359.2,1,359.2,80
ITEM00037782,ORD0003778,CUST02494,Hand Cream Repair,Personal Care,349,279.2,2,558.4,120
ITEM00037791,ORD0003779,CUST02494,Charcoal Body Wash,Personal Care,399,359.1,2,718.2,140
ITEM00037801,ORD0003780,CUST02494,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00037802,ORD0003780,CUST02494,Charcoal Body Wash,Personal Care,399,359.1,1,359.1,70
ITEM00037803,ORD0003780,CUST02494,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00037811,ORD0003781,CUST02495,Intimate Wash,Personal Care,449,404.1,3,1212.3,240
ITEM00037812,ORD0003781,CUST02495,Collagen Powder,Supplements,1499,1349.1,1,1349.1,320
ITEM00037821,ORD0003782,CUST02496,Collagen Powder,Supplements,1499,1424.05,2,2848.1,640
ITEM00037822,ORD0003782,CUST02496,Lip Balm SPF 15,Personal Care,199,189.05,1,189.05,35
ITEM00037831,ORD0003783,CUST02496,Biotin Hair Serum,Haircare,699,629.1,2,1258.2,260
ITEM00037832,ORD0003783,CUST02496,Keratin Hair Mask,Haircare,899,809.1,3,2427.3,480
ITEM00037841,ORD0003784,CUST02497,Vitamin C Serum,Skincare,899,899.0,3,2697.0,540
ITEM00037851,ORD0003785,CUST02498,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00037861,ORD0003786,CUST02498,Anti-Dandruff Shampoo,Haircare,449,404.1,2,808.2,160
ITEM00037871,ORD0003787,CUST02499,Scalp Scrub,Haircare,399,359.1,1,359.1,70
ITEM00037881,ORD0003788,CUST02500,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00037891,ORD0003789,CUST02501,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00037901,ORD0003790,CUST02501,SPF 50 Sunscreen,Skincare,599,479.2,1,479.2,110
ITEM00037911,ORD0003791,CUST02501,Face Wash Gel,Skincare,349,314.1,1,314.1,60
ITEM00037921,ORD0003792,CUST02501,Biotin Hair Serum,Haircare,699,629.1,1,629.1,130
ITEM00037931,ORD0003793,CUST02502,Charcoal Body Wash,Personal Care,399,379.05,1,379.05,70
ITEM00037941,ORD0003794,CUST02502,Scalp Scrub,Haircare,399,319.2,2,638.4,140
ITEM00037942,ORD0003794,CUST02502,Retinol Night Cream,Skincare,1199,959.2,1,959.2,240
ITEM00037951,ORD0003795,CUST02503,SPF 50 Sunscreen,Skincare,599,479.2,1,479.2,110
ITEM00037961,ORD0003796,CUST02504,Biotin Tablets 10000mcg,Supplements,799,759.05,1,759.05,150
ITEM00037971,ORD0003797,CUST02504,Iron + Folic Acid,Supplements,499,474.05,1,474.05,85
ITEM00037981,ORD0003798,CUST02505,Vitamin C Serum,Skincare,899,854.05,1,854.05,180
ITEM00037991,ORD0003799,CUST02506,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00038001,ORD0003800,CUST02507,Lip Balm SPF 15,Personal Care,199,169.15,1,169.15,35
ITEM00038002,ORD0003800,CUST02507,Lip Balm SPF 15,Personal Care,199,169.15,2,338.3,70
ITEM00038011,ORD0003801,CUST02507,Charcoal Body Wash,Personal Care,399,399.0,1,399.0,70
ITEM00038021,ORD0003802,CUST02507,Biotin Tablets 10000mcg,Supplements,799,799.0,3,2397.0,450
ITEM00038031,ORD0003803,CUST02508,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00038032,ORD0003803,CUST02508,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00038041,ORD0003804,CUST02508,Retinol Night Cream,Skincare,1199,1139.05,2,2278.1,480
ITEM00038042,ORD0003804,CUST02508,Face Wash Gel,Skincare,349,331.55,1,331.55,60
ITEM00038051,ORD0003805,CUST02509,Biotin Hair Serum,Haircare,699,559.2,1,559.2,130
ITEM00038061,ORD0003806,CUST02510,Collagen Powder,Supplements,1499,1424.05,2,2848.1,640
ITEM00038071,ORD0003807,CUST02510,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00038072,ORD0003807,CUST02510,Charcoal Body Wash,Personal Care,399,359.1,1,359.1,70
ITEM00038081,ORD0003808,CUST02511,Onion Hair Oil,Haircare,549,494.1,2,988.2,180
ITEM00038091,ORD0003809,CUST02511,Collagen Powder,Supplements,1499,1349.1,2,2698.2,640
ITEM00038092,ORD0003809,CUST02511,SPF 50 Sunscreen,Skincare,599,539.1,1,539.1,110
ITEM00038093,ORD0003809,CUST02511,Face Wash Gel,Skincare,349,314.1,1,314.1,60
ITEM00038101,ORD0003810,CUST02511,Biotin Tablets 10000mcg,Supplements,799,679.15,2,1358.3,300
ITEM00038102,ORD0003810,CUST02511,Hyaluronic Moisturizer,Skincare,799,679.15,2,1358.3,300
ITEM00038111,ORD0003811,CUST02512,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00038112,ORD0003811,CUST02512,Vitamin D3 + K2,Supplements,699,629.1,2,1258.2,240
ITEM00038121,ORD0003812,CUST02513,Vitamin C Serum,Skincare,899,764.15,3,2292.45,540
ITEM00038122,ORD0003812,CUST02513,SPF 50 Sunscreen,Skincare,599,509.15,1,509.15,110
ITEM00038131,ORD0003813,CUST02513,Face Wash Gel,Skincare,349,349.0,2,698.0,120
ITEM00038141,ORD0003814,CUST02514,Retinol Night Cream,Skincare,1199,1019.15,3,3057.45,720
ITEM00038151,ORD0003815,CUST02514,Hyaluronic Moisturizer,Skincare,799,759.05,3,2277.15,450
ITEM00038161,ORD0003816,CUST02515,Onion Hair Oil,Haircare,549,439.2,1,439.2,90
ITEM00038162,ORD0003816,CUST02515,Onion Hair Oil,Haircare,549,439.2,3,1317.6,270
ITEM00038171,ORD0003817,CUST02516,SPF 50 Sunscreen,Skincare,599,599.0,1,599.0,110
ITEM00038172,ORD0003817,CUST02516,Hyaluronic Moisturizer,Skincare,799,799.0,1,799.0,150
ITEM00038173,ORD0003817,CUST02516,Retinol Night Cream,Skincare,1199,1199.0,1,1199.0,240
ITEM00038181,ORD0003818,CUST02516,Onion Hair Oil,Haircare,549,439.2,1,439.2,90
ITEM00038182,ORD0003818,CUST02516,Face Wash Gel,Skincare,349,279.2,2,558.4,120
ITEM00038191,ORD0003819,CUST02517,Biotin Tablets 10000mcg,Supplements,799,759.05,2,1518.1,300
ITEM00038201,ORD0003820,CUST02517,Biotin Tablets 10000mcg,Supplements,799,799.0,1,799.0,150
ITEM00038211,ORD0003821,CUST02518,Lip Balm SPF 15,Personal Care,199,169.15,1,169.15,35
ITEM00038221,ORD0003822,CUST02519,Biotin Hair Serum,Haircare,699,594.15,2,1188.3,260
ITEM00038222,ORD0003822,CUST02519,Biotin Hair Serum,Haircare,699,594.15,3,1782.45,390
ITEM00038231,ORD0003823,CUST02520,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00038241,ORD0003824,CUST02520,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00038242,ORD0003824,CUST02520,Onion Hair Oil,Haircare,549,494.1,1,494.1,90
ITEM00038251,ORD0003825,CUST02520,Intimate Wash,Personal Care,449,449.0,2,898.0,160
ITEM00038261,ORD0003826,CUST02521,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00038262,ORD0003826,CUST02521,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00038271,ORD0003827,CUST02522,Lip Balm SPF 15,Personal Care,199,159.2,2,318.4,70
ITEM00038281,ORD0003828,CUST02522,Intimate Wash,Personal Care,449,449.0,3,1347.0,240
ITEM00038291,ORD0003829,CUST02522,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00038292,ORD0003829,CUST02522,Hand Cream Repair,Personal Care,349,314.1,3,942.3,180
ITEM00038301,ORD0003830,CUST02522,SPF 50 Sunscreen,Skincare,599,599.0,1,599.0,110
ITEM00038302,ORD0003830,CUST02522,Deodorant Roll-On,Personal Care,299,299.0,1,299.0,50
ITEM00038311,ORD0003831,CUST02523,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00038321,ORD0003832,CUST02523,Vitamin C Serum,Skincare,899,899.0,2,1798.0,360
ITEM00038322,ORD0003832,CUST02523,Face Wash Gel,Skincare,349,349.0,3,1047.0,180
ITEM00038331,ORD0003833,CUST02524,Hand Cream Repair,Personal Care,349,349.0,2,698.0,120
ITEM00038341,ORD0003834,CUST02525,Iron + Folic Acid,Supplements,499,474.05,2,948.1,170
ITEM00038351,ORD0003835,CUST02526,Iron + Folic Acid,Supplements,499,449.1,1,449.1,85
ITEM00038361,ORD0003836,CUST02526,Collagen Powder,Supplements,1499,1424.05,2,2848.1,640
ITEM00038362,ORD0003836,CUST02526,Collagen Powder,Supplements,1499,1424.05,1,1424.05,320
ITEM00038371,ORD0003837,CUST02527,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00038381,ORD0003838,CUST02527,Biotin Hair Serum,Haircare,699,699.0,1,699.0,130
ITEM00038382,ORD0003838,CUST02527,Deodorant Roll-On,Personal Care,299,299.0,1,299.0,50
ITEM00038391,ORD0003839,CUST02528,Biotin Hair Serum,Haircare,699,559.2,2,1118.4,260
ITEM00038401,ORD0003840,CUST02529,Deodorant Roll-On,Personal Care,299,269.1,3,807.3,150
ITEM00038411,ORD0003841,CUST02530,Iron + Folic Acid,Supplements,499,449.1,1,449.1,85
ITEM00038421,ORD0003842,CUST02531,Onion Hair Oil,Haircare,549,521.55,1,521.55,90
ITEM00038422,ORD0003842,CUST02531,Keratin Hair Mask,Haircare,899,854.05,1,854.05,160
ITEM00038431,ORD0003843,CUST02531,Onion Hair Oil,Haircare,549,439.2,1,439.2,90
ITEM00038441,ORD0003844,CUST02532,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00038442,ORD0003844,CUST02532,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00038451,ORD0003845,CUST02532,Scalp Scrub,Haircare,399,379.05,3,1137.15,210
ITEM00038461,ORD0003846,CUST02533,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00038462,ORD0003846,CUST02533,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00038471,ORD0003847,CUST02534,Keratin Hair Mask,Haircare,899,809.1,1,809.1,160
ITEM00038481,ORD0003848,CUST02535,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00038482,ORD0003848,CUST02535,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00038491,ORD0003849,CUST02536,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00038492,ORD0003849,CUST02536,Hand Cream Repair,Personal Care,349,296.65,3,889.95,180
ITEM00038501,ORD0003850,CUST02537,Deodorant Roll-On,Personal Care,299,284.05,1,284.05,50
ITEM00038502,ORD0003850,CUST02537,Scalp Scrub,Haircare,399,379.05,1,379.05,70
ITEM00038511,ORD0003851,CUST02538,Lip Balm SPF 15,Personal Care,199,159.2,1,159.2,35
ITEM00038521,ORD0003852,CUST02539,Anti-Dandruff Shampoo,Haircare,449,404.1,2,808.2,160
ITEM00038522,ORD0003852,CUST02539,Omega 3 Fish Oil,Supplements,899,809.1,3,2427.3,510
ITEM00038531,ORD0003853,CUST02540,Intimate Wash,Personal Care,449,404.1,2,808.2,160
ITEM00038532,ORD0003853,CUST02540,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00038541,ORD0003854,CUST02541,Scalp Scrub,Haircare,399,379.05,1,379.05,70
ITEM00038542,ORD0003854,CUST02541,Keratin Hair Mask,Haircare,899,854.05,3,2562.15,480
ITEM00038551,ORD0003855,CUST02541,Biotin Hair Serum,Haircare,699,664.05,1,664.05,130
ITEM00038561,ORD0003856,CUST02541,Keratin Hair Mask,Haircare,899,809.1,1,809.1,160
ITEM00038571,ORD0003857,CUST02542,Iron + Folic Acid,Supplements,499,399.2,1,399.2,85
ITEM00038572,ORD0003857,CUST02542,Biotin Tablets 10000mcg,Supplements,799,639.2,2,1278.4,300
ITEM00038581,ORD0003858,CUST02543,Hand Cream Repair,Personal Care,349,314.1,1,314.1,60
ITEM00038582,ORD0003858,CUST02543,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00038583,ORD0003858,CUST02543,Hand Cream Repair,Personal Care,349,314.1,1,314.1,60
ITEM00038591,ORD0003859,CUST02544,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00038592,ORD0003859,CUST02544,Omega 3 Fish Oil,Supplements,899,809.1,1,809.1,170
ITEM00038601,ORD0003860,CUST02544,Vitamin D3 + K2,Supplements,699,664.05,1,664.05,120
ITEM00038611,ORD0003861,CUST02545,Vitamin D3 + K2,Supplements,699,594.15,2,1188.3,240
ITEM00038621,ORD0003862,CUST02546,Hand Cream Repair,Personal Care,349,331.55,1,331.55,60
ITEM00038631,ORD0003863,CUST02547,Scalp Scrub,Haircare,399,399.0,1,399.0,70
ITEM00038641,ORD0003864,CUST02547,Anti-Dandruff Shampoo,Haircare,449,449.0,2,898.0,160
ITEM00038642,ORD0003864,CUST02547,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00038651,ORD0003865,CUST02548,Lip Balm SPF 15,Personal Care,199,189.05,3,567.15,105
ITEM00038661,ORD0003866,CUST02548,Charcoal Body Wash,Personal Care,399,399.0,3,1197.0,210
ITEM00038671,ORD0003867,CUST02548,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00038681,ORD0003868,CUST02548,Vitamin C Serum,Skincare,899,899.0,1,899.0,180
ITEM00038691,ORD0003869,CUST02549,Biotin Hair Serum,Haircare,699,664.05,2,1328.1,260
ITEM00038701,ORD0003870,CUST02550,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00038711,ORD0003871,CUST02551,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00038721,ORD0003872,CUST02552,SPF 50 Sunscreen,Skincare,599,539.1,1,539.1,110
ITEM00038731,ORD0003873,CUST02553,Biotin Hair Serum,Haircare,699,594.15,2,1188.3,260
ITEM00038741,ORD0003874,CUST02554,Onion Hair Oil,Haircare,549,466.65,2,933.3,180
ITEM00038742,ORD0003874,CUST02554,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00038751,ORD0003875,CUST02555,Biotin Tablets 10000mcg,Supplements,799,639.2,1,639.2,150
ITEM00038761,ORD0003876,CUST02556,Charcoal Body Wash,Personal Care,399,339.15,3,1017.45,210
ITEM00038771,ORD0003877,CUST02557,Collagen Powder,Supplements,1499,1499.0,1,1499.0,320
ITEM00038772,ORD0003877,CUST02557,Collagen Powder,Supplements,1499,1499.0,1,1499.0,320
ITEM00038781,ORD0003878,CUST02557,Collagen Powder,Supplements,1499,1499.0,1,1499.0,320
ITEM00038782,ORD0003878,CUST02557,Omega 3 Fish Oil,Supplements,899,899.0,1,899.0,170
ITEM00038783,ORD0003878,CUST02557,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00038791,ORD0003879,CUST02558,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00038801,ORD0003880,CUST02558,Face Wash Gel,Skincare,349,314.1,1,314.1,60
ITEM00038811,ORD0003881,CUST02559,Collagen Powder,Supplements,1499,1424.05,1,1424.05,320
ITEM00038821,ORD0003882,CUST02560,Collagen Powder,Supplements,1499,1349.1,1,1349.1,320
ITEM00038822,ORD0003882,CUST02560,Omega 3 Fish Oil,Supplements,899,809.1,1,809.1,170
ITEM00038831,ORD0003883,CUST02560,Iron + Folic Acid,Supplements,499,424.15,1,424.15,85
ITEM00038832,ORD0003883,CUST02560,Face Wash Gel,Skincare,349,296.65,1,296.65,60
ITEM00038841,ORD0003884,CUST02561,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00038842,ORD0003884,CUST02561,Biotin Hair Serum,Haircare,699,699.0,3,2097.0,390
ITEM00038851,ORD0003885,CUST02562,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00038852,ORD0003885,CUST02562,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00038853,ORD0003885,CUST02562,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00038861,ORD0003886,CUST02563,Keratin Hair Mask,Haircare,899,854.05,1,854.05,160
ITEM00038871,ORD0003887,CUST02564,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00038872,ORD0003887,CUST02564,Hand Cream Repair,Personal Care,349,296.65,1,296.65,60
ITEM00038881,ORD0003888,CUST02565,Biotin Hair Serum,Haircare,699,664.05,1,664.05,130
ITEM00038882,ORD0003888,CUST02565,Scalp Scrub,Haircare,399,379.05,2,758.1,140
ITEM00038891,ORD0003889,CUST02566,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00038901,ORD0003890,CUST02567,SPF 50 Sunscreen,Skincare,599,539.1,1,539.1,110
ITEM00038911,ORD0003891,CUST02568,Face Wash Gel,Skincare,349,349.0,2,698.0,120
ITEM00038912,ORD0003891,CUST02568,Scalp Scrub,Haircare,399,399.0,1,399.0,70
ITEM00038921,ORD0003892,CUST02568,Retinol Night Cream,Skincare,1199,1139.05,1,1139.05,240
ITEM00038931,ORD0003893,CUST02568,Face Wash Gel,Skincare,349,279.2,1,279.2,60
ITEM00038941,ORD0003894,CUST02569,Lip Balm SPF 15,Personal Care,199,169.15,1,169.15,35
ITEM00038951,ORD0003895,CUST02570,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00038952,ORD0003895,CUST02570,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00038953,ORD0003895,CUST02570,Charcoal Body Wash,Personal Care,399,399.0,3,1197.0,210
ITEM00038961,ORD0003896,CUST02571,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00038971,ORD0003897,CUST02571,Intimate Wash,Personal Care,449,426.55,1,426.55,80
ITEM00038981,ORD0003898,CUST02571,Lip Balm SPF 15,Personal Care,199,189.05,2,378.1,70
ITEM00038991,ORD0003899,CUST02571,Charcoal Body Wash,Personal Care,399,339.15,1,339.15,70
ITEM00039001,ORD0003900,CUST02571,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00039011,ORD0003901,CUST02572,Scalp Scrub,Haircare,399,319.2,1,319.2,70
ITEM00039021,ORD0003902,CUST02573,Face Wash Gel,Skincare,349,331.55,1,331.55,60
ITEM00039022,ORD0003902,CUST02573,Lip Balm SPF 15,Personal Care,199,189.05,3,567.15,105
ITEM00039031,ORD0003903,CUST02574,Retinol Night Cream,Skincare,1199,959.2,1,959.2,240
ITEM00039041,ORD0003904,CUST02574,Hyaluronic Moisturizer,Skincare,799,759.05,1,759.05,150
ITEM00039051,ORD0003905,CUST02574,SPF 50 Sunscreen,Skincare,599,599.0,2,1198.0,220
ITEM00039061,ORD0003906,CUST02575,Deodorant Roll-On,Personal Care,299,239.2,1,239.2,50
ITEM00039071,ORD0003907,CUST02575,Intimate Wash,Personal Care,449,381.65,1,381.65,80
ITEM00039081,ORD0003908,CUST02575,Lip Balm SPF 15,Personal Care,199,199.0,1,199.0,35
ITEM00039082,ORD0003908,CUST02575,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00039083,ORD0003908,CUST02575,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00039091,ORD0003909,CUST02576,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00039092,ORD0003909,CUST02576,Collagen Powder,Supplements,1499,1499.0,2,2998.0,640
ITEM00039093,ORD0003909,CUST02576,Intimate Wash,Personal Care,449,449.0,3,1347.0,240
ITEM00039101,ORD0003910,CUST02576,Charcoal Body Wash,Personal Care,399,399.0,1,399.0,70
ITEM00039111,ORD0003911,CUST02576,SPF 50 Sunscreen,Skincare,599,479.2,2,958.4,220
ITEM00039121,ORD0003912,CUST02576,Charcoal Body Wash,Personal Care,399,319.2,2,638.4,140
ITEM00039131,ORD0003913,CUST02577,Deodorant Roll-On,Personal Care,299,254.15,3,762.45,150
ITEM00039132,ORD0003913,CUST02577,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00039141,ORD0003914,CUST02577,Intimate Wash,Personal Care,449,449.0,3,1347.0,240
ITEM00039142,ORD0003914,CUST02577,Charcoal Body Wash,Personal Care,399,399.0,1,399.0,70
ITEM00039151,ORD0003915,CUST02578,Vitamin D3 + K2,Supplements,699,629.1,3,1887.3,360
ITEM00039152,ORD0003915,CUST02578,Collagen Powder,Supplements,1499,1349.1,1,1349.1,320
ITEM00039161,ORD0003916,CUST02578,Omega 3 Fish Oil,Supplements,899,809.1,2,1618.2,340
ITEM00039171,ORD0003917,CUST02579,Face Wash Gel,Skincare,349,314.1,1,314.1,60
ITEM00039172,ORD0003917,CUST02579,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00039181,ORD0003918,CUST02580,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00039182,ORD0003918,CUST02580,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00039191,ORD0003919,CUST02581,Anti-Dandruff Shampoo,Haircare,449,426.55,1,426.55,80
ITEM00039201,ORD0003920,CUST02581,Keratin Hair Mask,Haircare,899,854.05,1,854.05,160
ITEM00039211,ORD0003921,CUST02582,Intimate Wash,Personal Care,449,404.1,1,404.1,80
ITEM00039212,ORD0003921,CUST02582,Intimate Wash,Personal Care,449,404.1,1,404.1,80
ITEM00039213,ORD0003921,CUST02582,Deodorant Roll-On,Personal Care,299,269.1,1,269.1,50
ITEM00039221,ORD0003922,CUST02582,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00039231,ORD0003923,CUST02582,Intimate Wash,Personal Care,449,426.55,1,426.55,80
ITEM00039241,ORD0003924,CUST02582,Intimate Wash,Personal Care,449,404.1,1,404.1,80
ITEM00039242,ORD0003924,CUST02582,Lip Balm SPF 15,Personal Care,199,179.1,2,358.2,70
ITEM00039251,ORD0003925,CUST02583,Vitamin C Serum,Skincare,899,809.1,3,2427.3,540
ITEM00039252,ORD0003925,CUST02583,Lip Balm SPF 15,Personal Care,199,179.1,2,358.2,70
ITEM00039261,ORD0003926,CUST02584,Omega 3 Fish Oil,Supplements,899,719.2,1,719.2,170
ITEM00039271,ORD0003927,CUST02584,Deodorant Roll-On,Personal Care,299,254.15,1,254.15,50
ITEM00039272,ORD0003927,CUST02584,Face Wash Gel,Skincare,349,296.65,3,889.95,180
ITEM00039281,ORD0003928,CUST02585,Lip Balm SPF 15,Personal Care,199,179.1,2,358.2,70
ITEM00039291,ORD0003929,CUST02585,Lip Balm SPF 15,Personal Care,199,159.2,2,318.4,70
ITEM00039301,ORD0003930,CUST02585,Deodorant Roll-On,Personal Care,299,299.0,1,299.0,50
ITEM00039311,ORD0003931,CUST02585,Charcoal Body Wash,Personal Care,399,359.1,2,718.2,140
ITEM00039321,ORD0003932,CUST02585,Hand Cream Repair,Personal Care,349,331.55,1,331.55,60
ITEM00039331,ORD0003933,CUST02585,SPF 50 Sunscreen,Skincare,599,599.0,2,1198.0,220
ITEM00039332,ORD0003933,CUST02585,Onion Hair Oil,Haircare,549,549.0,1,549.0,90
ITEM00039341,ORD0003934,CUST02586,Biotin Tablets 10000mcg,Supplements,799,799.0,2,1598.0,300
ITEM00039342,ORD0003934,CUST02586,Collagen Powder,Supplements,1499,1499.0,1,1499.0,320
ITEM00039343,ORD0003934,CUST02586,Collagen Powder,Supplements,1499,1499.0,1,1499.0,320
ITEM00039351,ORD0003935,CUST02587,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00039361,ORD0003936,CUST02587,Biotin Tablets 10000mcg,Supplements,799,719.1,1,719.1,150
ITEM00039371,ORD0003937,CUST02588,Scalp Scrub,Haircare,399,379.05,1,379.05,70
