order_id,customer_id,order_date,order_month,order_year,order_revenue,order_cogs,shipping_cost,discount_pct,gross_profit,payment_mode,is_first_order
ORD0001666,CUST01083,2024-07-15,2024-07,2024,1496.0,260,60,0.0,1176.0,COD,0
ORD0001667,CUST01083,2024-08-09,2024-08,2024,898.0,155,60,0.0,683.0,Credit Card,0
ORD0001668,CUST01084,2022-03-22,2022-03,2022,1447.0,250,60,0.0,1137.0,Credit Card,1
ORD0001669,CUST01085,2023-10-15,2023-10,2023,698.0,120,60,0.0,518.0,UPI,1
ORD0001670,CUST01086,2022-05-29,2022-05,2022,404.1,80,60,0.1,264.1,Wallet,1
ORD0001671,CUST01087,2023-04-15,2023-04,2023,719.1,150,60,0.1,509.1,COD,1
ORD0001672,CUST01087,2023-07-05,2023-07,2023,399.0,70,60,0.0,269.0,Debit Card,0
ORD0001673,CUST01088,2023-02-23,2023-02,2023,379.05,70,60,0.05,249.05,UPI,1
ORD0001674,CUST01089,2022-11-12,2022-11,2022,439.2,90,60,0.2,289.2,Credit Card,1
ORD0001675,CUST01090,2023-08-27,2023-08,2023,809.1,180,60,0.1,569.1,Debit Card,1
ORD0001676,CUST01091,2024-01-28,2024-01,2024,4046.4,900,60,0.1,3086.4,UPI,1
ORD0001677,CUST01092,2023-08-10,2023-08,2023,314.1,60,60,0.1,194.1,UPI,1
ORD0001678,CUST01092,2023-10-20,2023-10,2023,994.65,180,60,0.05,754.65,UPI,0
ORD0001679,CUST01093,2024-05-05,2024-05,2024,548.0,95,60,0.0,393.0,Debit Card,1
ORD0001680,CUST01093,2024-07-26,2024-07,2024,550.8,110,60,0.15,380.8,Debit Card,0
ORD0001681,CUST01093,2024-09-01,2024-09,2024,1446.0,250,60,0.0,1136.0,Debit Card,0
ORD0001682,CUST01094,2022-06-03,2022-06,2022,1032.3,200,60,0.1,772.3,Credit Card,1
ORD0001683,CUST01095,2022-02-18,2022-02,2022,404.1,80,60,0.1,264.1,COD,1
ORD0001684,CUST01096,2023-08-11,2023-08,2023,599.0,110,60,0.0,429.0,Credit Card,1
ORD0001685,CUST01097,2022-03-30,2022-03,2022,1272.45,270,60,0.15,942.45,Credit Card,1
ORD0001686,CUST01098,2023-05-31,2023-05,2023,2397.0,470,60,0.0,1867.0,Debit Card,1
ORD0001687,CUST01098,2023-06-30,2023-06,2023,959.2,240,60,0.2,659.2,UPI,0
ORD0001688,CUST01098,2023-09-21,2023-09,2023,678.3,140,60,0.15,478.3,COD,0
ORD0001689,CUST01098,2023-12-31,2023-12,2023,1148.0,210,60,0.0,878.0,Debit Card,0
ORD0001690,CUST01098,2024-02-19,2024-02,2024,2376.6,520,60,0.15,1796.6,Credit Card,0
ORD0001691,CUST01098,2024-06-04,2024-06,2024,3012.4,650,60,0.15,2302.4,Credit Card,0
ORD0001692,CUST01099,2022-07-31,2022-07,2022,679.15,150,60,0.15,469.15,UPI,1
ORD0001693,CUST01100,2022-02-19,2022-02,2022,314.1,60,60,0.1,194.1,COD,1
ORD0001694,CUST01101,2023-06-28,2023-06,2023,2182.15,420,60,0.05,1702.15,Credit Card,1
ORD0001695,CUST01102,2022-07-08,2022-07,2022,494.1,90,60,0.1,344.1,Credit Card,1
ORD0001696,CUST01103,2022-11-30,2022-11,2022,1347.0,240,60,0.0,1047.0,COD,1
ORD0001697,CUST01104,2022-11-30,2022-11,2022,2372.15,450,60,0.05,1862.15,UPI,1
ORD0001698,CUST01105,2023-08-27,2023-08,2023,449.0,80,60,0.0,309.0,Debit Card,1
ORD0001699,CUST01106,2022-11-25,2022-11,2022,3245.0,610,60,0.0,2575.0,UPI,1
ORD0001700,CUST01107,2022-01-21,2022-01,2022,381.65,80,60,0.15,241.65,Wallet,1
ORD0001701,CUST01108,2023-02-21,2023-02,2023,1123.2,220,60,0.1,843.2,Credit Card,1
ORD0001702,CUST01108,2023-03-28,2023-03,2023,254.15,50,60,0.15,144.15,UPI,0
ORD0001703,CUST01109,2022-06-25,2022-06,2022,808.2,160,60,0.1,588.2,UPI,1
ORD0001704,CUST01110,2024-04-12,2024-04,2024,663.1,120,60,0.05,483.1,Credit Card,1
ORD0001705,CUST01111,2023-05-11,2023-05,2023,1696.6,360,60,0.15,1276.6,Credit Card,1
ORD0001706,CUST01111,2023-07-01,2023-07,2023,933.3,180,60,0.15,693.3,Credit Card,0
ORD0001707,CUST01112,2023-06-07,2023-06,2023,499.0,85,60,0.0,354.0,UPI,1
ORD0001708,CUST01113,2023-12-20,2023-12,2023,1752.3,350,60,0.1,1342.3,UPI,1
ORD0001709,CUST01113,2024-03-16,2024-03,2024,349.0,60,60,0.0,229.0,Debit Card,0
ORD0001710,CUST01113,2024-05-13,2024-05,2024,699.0,130,60,0.0,509.0,Credit Card,0
ORD0001711,CUST01113,2024-08-15,2024-08,2024,1197.0,210,60,0.0,927.0,Debit Card,0
ORD0001712,CUST01114,2024-04-04,2024-04,2024,719.95,150,60,0.15,509.95,UPI,1
ORD0001713,CUST01114,2024-05-19,2024-05,2024,381.65,80,60,0.15,241.65,Credit Card,0
ORD0001714,CUST01114,2024-08-28,2024-08,2024,538.2,100,60,0.1,378.2,Credit Card,0
ORD0001715,CUST01114,2024-12-12,2024-12,2024,638.4,140,60,0.2,438.4,UPI,0
ORD0001716,CUST01115,2023-11-11,2023-11,2023,799.0,150,60,0.0,589.0,COD,1
ORD0001717,CUST01115,2024-01-15,2024-01,2024,1438.2,300,60,0.1,1078.2,Debit Card,0
ORD0001718,CUST01116,2023-12-13,2023-12,2023,2038.3,480,60,0.15,1498.3,UPI,1
ORD0001719,CUST01117,2023-03-01,2023-03,2023,719.2,180,60,0.2,479.2,UPI,1
ORD0001720,CUST01118,2023-10-29,2023-10,2023,1618.2,340,60,0.1,1218.2,COD,1
ORD0001721,CUST01119,2023-01-23,2023-01,2023,1796.4,360,60,0.1,1376.4,UPI,1
ORD0001722,CUST01119,2023-05-01,2023-05,2023,2886.6,660,60,0.15,2166.6,COD,0
ORD0001723,CUST01119,2023-07-06,2023-07,2023,764.15,180,60,0.15,524.15,UPI,0
ORD0001724,CUST01119,2023-10-02,2023-10,2023,349.0,60,60,0.0,229.0,UPI,0
ORD0001725,CUST01120,2023-01-17,2023-01,2023,1499.0,320,60,0.0,1119.0,UPI,1
ORD0001726,CUST01120,2023-04-04,2023-04,2023,5124.3,1010,60,0.05,4054.3,Credit Card,0
ORD0001727,CUST01120,2023-07-17,2023-07,2023,1213.2,250,60,0.1,903.2,COD,0
ORD0001728,CUST01121,2023-12-28,2023-12,2023,1484.95,330,60,0.15,1094.95,Debit Card,1
ORD0001729,CUST01122,2023-05-23,2023-05,2023,359.1,70,60,0.1,229.1,Debit Card,1
ORD0001730,CUST01122,2023-06-21,2023-06,2023,521.55,90,60,0.05,371.55,Debit Card,0
ORD0001731,CUST01123,2024-04-20,2024-04,2024,1546.0,270,60,0.0,1216.0,UPI,1
ORD0001732,CUST01123,2024-06-26,2024-06,2024,189.05,35,60,0.05,94.05,Debit Card,0
ORD0001733,CUST01123,2024-08-24,2024-08,2024,169.15,35,60,0.15,74.15,Debit Card,0
ORD0001734,CUST01124,2022-07-19,2022-07,2022,628.2,120,60,0.1,448.2,Credit Card,1
ORD0001735,CUST01125,2022-05-11,2022-05,2022,1198.0,205,60,0.0,933.0,Credit Card,1
ORD0001736,CUST01125,2022-08-29,2022-08,2022,2037.45,450,60,0.15,1527.45,Debit Card,0
ORD0001737,CUST01125,2022-11-18,2022-11,2022,539.1,110,60,0.1,369.1,Credit Card,0
ORD0001738,CUST01126,2023-11-26,2023-11,2023,319.2,70,60,0.2,189.2,Wallet,1
ORD0001739,CUST01127,2023-03-15,2023-03,2023,399.2,85,60,0.2,254.2,UPI,1
ORD0001740,CUST01128,2023-02-23,2023-02,2023,296.65,60,60,0.15,176.65,Credit Card,1
ORD0001741,CUST01129,2022-08-20,2022-08,2022,1199.0,240,60,0.0,899.0,COD,1
ORD0001742,CUST01130,2022-12-12,2022-12,2022,319.2,70,60,0.2,189.2,Debit Card,1
ORD0001743,CUST01131,2023-03-11,2023-03,2023,1098.0,190,60,0.0,848.0,Wallet,1
ORD0001744,CUST01132,2023-10-05,2023-10,2023,2398.0,480,60,0.0,1858.0,UPI,1
ORD0001745,CUST01133,2022-09-11,2022-09,2022,799.0,150,60,0.0,589.0,UPI,1
ORD0001746,CUST01133,2022-10-11,2022-10,2022,764.15,170,60,0.15,534.15,UPI,0
ORD0001747,CUST01133,2023-02-05,2023-02,2023,3097.0,620,60,0.0,2417.0,UPI,0
ORD0001748,CUST01133,2023-05-04,2023-05,2023,1782.45,385,60,0.15,1337.45,COD,0
ORD0001749,CUST01133,2023-08-30,2023-08,2023,1528.3,340,60,0.15,1128.3,UPI,0
ORD0001750,CUST01133,2023-11-18,2023-11,2023,899.0,170,60,0.0,669.0,UPI,0
ORD0001751,CUST01133,2024-01-17,2024-01,2024,899.0,170,60,0.0,669.0,Debit Card,0
ORD0001752,CUST01134,2022-09-03,2022-09,2022,2278.1,480,60,0.05,1738.1,UPI,1
ORD0001753,CUST01134,2022-11-04,2022-11,2022,597.0,105,60,0.0,432.0,Credit Card,0
ORD0001754,CUST01135,2022-03-31,2022-03,2022,3196.0,600,60,0.0,2536.0,Credit Card,1
ORD0001755,CUST01136,2022-03-08,2022-03,2022,299.0,50,60,0.0,189.0,UPI,1
ORD0001756,CUST01137,2023-11-28,2023-11,2023,718.2,140,60,0.1,518.2,UPI,1
ORD0001757,CUST01138,2023-09-06,2023-09,2023,359.1,70,60,0.1,229.1,UPI,1
ORD0001758,CUST01138,2023-10-16,2023-10,2023,199.0,35,60,0.0,104.0,COD,0
ORD0001759,CUST01139,2023-09-29,2023-09,2023,699.0,130,60,0.0,509.0,Debit Card,1
ORD0001760,CUST01140,2022-04-22,2022-04,2022,1077.6,240,60,0.2,777.6,Debit Card,1
ORD0001761,CUST01141,2022-05-13,2022-05,2022,349.0,60,60,0.0,229.0,COD,1
ORD0001762,CUST01141,2022-07-17,2022-07,2022,1279.65,230,60,0.05,989.65,COD,0
ORD0001763,CUST01142,2022-05-22,2022-05,2022,499.0,85,60,0.0,354.0,Debit Card,1
ORD0001764,CUST01143,2024-06-27,2024-06,2024,3795.0,725,60,0.0,3010.0,UPI,1
ORD0001765,CUST01143,2024-09-14,2024-09,2024,2292.45,510,60,0.15,1722.45,UPI,0
ORD0001766,CUST01144,2022-01-10,2022-01,2022,349.0,60,60,0.0,229.0,Credit Card,1
ORD0001767,CUST01144,2022-02-23,2022-02,2022,639.2,150,60,0.2,429.2,Debit Card,0
ORD0001768,CUST01145,2022-07-23,2022-07,2022,3549.6,690,60,0.1,2799.6,COD,1
ORD0001769,CUST01145,2022-09-22,2022-09,2022,719.1,150,60,0.1,509.1,Credit Card,0
ORD0001770,CUST01146,2023-05-04,2023-05,2023,399.2,85,60,0.2,254.2,UPI,1
ORD0001771,CUST01147,2023-03-06,2023-03,2023,2469.6,500,60,0.1,1909.6,Credit Card,1
ORD0001772,CUST01147,2023-06-19,2023-06,2023,664.05,130,60,0.05,474.05,UPI,0
ORD0001773,CUST01147,2023-10-12,2023-10,2023,296.65,60,60,0.15,176.65,Debit Card,0
ORD0001774,CUST01148,2023-12-12,2023-12,2023,1802.15,340,60,0.05,1402.15,UPI,1
ORD0001775,CUST01149,2023-01-22,2023-01,2023,1438.2,300,60,0.1,1078.2,Credit Card,1
ORD0001776,CUST01150,2023-07-23,2023-07,2023,1499.0,320,60,0.0,1119.0,Debit Card,1
ORD0001777,CUST01151,2022-02-02,2022-02,2022,809.1,160,60,0.1,589.1,Debit Card,1
ORD0001778,CUST01152,2023-07-24,2023-07,2023,539.1,110,60,0.1,369.1,UPI,1
ORD0001779,CUST01153,2023-11-27,2023-11,2023,809.1,160,60,0.1,589.1,UPI,1
ORD0001780,CUST01154,2022-09-06,2022-09,2022,809.1,170,60,0.1,579.1,UPI,1
ORD0001781,CUST01155,2022-03-10,2022-03,2022,948.1,170,60,0.05,718.1,UPI,1
ORD0001782,CUST01155,2022-07-07,2022-07,2022,1197.6,255,60,0.2,882.6,UPI,0
ORD0001783,CUST01156,2023-12-13,2023-12,2023,2295.0,390,60,0.0,1845.0,Credit Card,1
ORD0001784,CUST01157,2022-10-30,2022-10,2022,1528.2,320,60,0.1,1148.2,Debit Card,1
ORD0001785,CUST01157,2023-01-09,2023-01,2023,1758.4,440,60,0.2,1258.4,UPI,0
ORD0001786,CUST01157,2023-02-17,2023-02,2023,1422.15,255,60,0.05,1107.15,UPI,0
ORD0001787,CUST01158,2024-05-23,2024-05,2024,4595.0,900,60,0.0,3635.0,Credit Card,1
ORD0001788,CUST01158,2024-08-09,2024-08,2024,1301.4,240,60,0.1,1001.4,Credit Card,0
ORD0001789,CUST01159,2024-03-21,2024-03,2024,1123.2,220,60,0.1,843.2,UPI,1
ORD0001790,CUST01160,2023-04-22,2023-04,2023,169.15,35,60,0.15,74.15,UPI,1
ORD0001791,CUST01161,2023-08-19,2023-08,2023,1230.8,250,60,0.15,920.8,UPI,1
ORD0001792,CUST01162,2022-08-31,2022-08,2022,854.05,170,60,0.05,624.05,Credit Card,1
ORD0001793,CUST01162,2022-11-24,2022-11,2022,1708.1,340,60,0.05,1308.1,Credit Card,0
ORD0001794,CUST01163,2022-03-31,2022-03,2022,629.1,130,60,0.1,439.1,UPI,1
ORD0001795,CUST01164,2023-04-25,2023-04,2023,299.0,50,60,0.0,189.0,Debit Card,1
ORD0001796,CUST01165,2023-05-27,2023-05,2023,719.1,150,60,0.1,509.1,Credit Card,1
ORD0001797,CUST01166,2023-01-03,2023-01,2023,359.1,70,60,0.1,229.1,UPI,1
ORD0001798,CUST01167,2022-08-24,2022-08,2022,474.05,85,60,0.05,329.05,UPI,1
ORD0001799,CUST01167,2022-12-05,2022-12,2022,404.1,80,60,0.1,264.1,UPI,0
ORD0001800,CUST01168,2022-12-07,2022-12,2022,1232.15,230,60,0.05,942.15,UPI,1
ORD0001801,CUST01169,2024-02-11,2024-02,2024,809.1,160,60,0.1,589.1,COD,1
ORD0001802,CUST01169,2024-03-29,2024-03,2024,854.05,170,60,0.05,624.05,UPI,0
ORD0001803,CUST01170,2022-12-23,2022-12,2022,509.15,110,60,0.15,339.15,UPI,1
ORD0001804,CUST01171,2023-06-12,2023-06,2023,699.0,130,60,0.0,509.0,Debit Card,1
ORD0001805,CUST01171,2023-10-05,2023-10,2023,1090.6,210,60,0.05,820.6,Wallet,0
ORD0001806,CUST01172,2023-06-16,2023-06,2023,426.55,80,60,0.05,286.55,Wallet,1
ORD0001807,CUST01173,2022-03-30,2022-03,2022,568.1,100,60,0.05,408.1,Debit Card,1
ORD0001808,CUST01173,2022-04-24,2022-04,2022,159.2,35,60,0.2,64.2,UPI,0
ORD0001809,CUST01173,2022-06-16,2022-06,2022,1230.8,270,60,0.15,900.8,UPI,0
ORD0001810,CUST01174,2022-02-03,2022-02,2022,1423.1,270,60,0.05,1093.1,UPI,1
ORD0001811,CUST01175,2023-11-08,2023-11,2023,759.05,150,60,0.05,549.05,UPI,1
ORD0001812,CUST01176,2023-12-10,2023-12,2023,799.0,150,60,0.0,589.0,Wallet,1
ORD0001813,CUST01177,2022-06-07,2022-06,2022,2134.65,400,60,0.05,1674.65,Wallet,1
ORD0001814,CUST01178,2022-03-08,2022-03,2022,449.0,80,60,0.0,309.0,UPI,1
ORD0001815,CUST01179,2022-11-11,2022-11,2022,159.2,35,60,0.2,64.2,Wallet,1
ORD0001816,CUST01179,2023-01-25,2023-01,2023,538.2,100,60,0.1,378.2,UPI,0
ORD0001817,CUST01180,2022-07-26,2022-07,2022,679.15,150,60,0.15,469.15,Credit Card,1
ORD0001818,CUST01181,2022-03-15,2022-03,2022,1468.7,265,60,0.05,1143.7,Debit Card,1
ORD0001819,CUST01181,2022-06-13,2022-06,2022,299.0,50,60,0.0,189.0,UPI,0
ORD0001820,CUST01182,2022-04-24,2022-04,2022,449.0,80,60,0.0,309.0,COD,1
ORD0001821,CUST01182,2022-06-21,2022-06,2022,898.0,160,60,0.0,678.0,Wallet,0
ORD0001822,CUST01183,2022-07-31,2022-07,2022,3226.2,630,60,0.05,2536.2,COD,1
ORD0001823,CUST01184,2023-05-30,2023-05,2023,598.0,100,60,0.0,438.0,COD,1
ORD0001824,CUST01185,2024-04-26,2024-04,2024,583.2,110,60,0.1,413.2,UPI,1
ORD0001825,CUST01185,2024-08-07,2024-08,2024,1750.5,340,60,0.1,1350.5,UPI,0
ORD0001826,CUST01186,2023-08-13,2023-08,2023,2497.0,490,60,0.0,1947.0,COD,1
ORD0001827,CUST01187,2024-04-25,2024-04,2024,1197.0,210,60,0.0,927.0,UPI,1
ORD0001828,CUST01188,2023-11-08,2023-11,2023,890.8,190,60,0.15,640.8,Credit Card,1
ORD0001829,CUST01189,2024-06-13,2024-06,2024,296.65,60,60,0.15,176.65,UPI,1
ORD0001830,CUST01190,2024-01-11,2024-01,2024,593.3,120,60,0.15,413.3,UPI,1
ORD0001831,CUST01191,2022-03-21,2022-03,2022,2122.45,450,60,0.15,1612.45,UPI,1
ORD0001832,CUST01191,2022-06-14,2022-06,2022,648.0,115,60,0.0,473.0,Debit Card,0
ORD0001833,CUST01192,2023-06-06,2023-06,2023,549.0,90,60,0.0,399.0,Credit Card,1
ORD0001834,CUST01193,2023-02-13,2023-02,2023,359.1,70,60,0.1,229.1,UPI,1
ORD0001835,CUST01193,2023-04-12,2023-04,2023,179.1,35,60,0.1,84.1,UPI,0
ORD0001836,CUST01193,2023-07-21,2023-07,2023,379.05,70,60,0.05,249.05,UPI,0
ORD0001837,CUST01193,2023-08-18,2023-08,2023,314.1,60,60,0.1,194.1,Wallet,0
ORD0001838,CUST01193,2023-10-29,2023-10,2023,836.8,185,60,0.2,591.8,COD,0
ORD0001839,CUST01194,2022-03-11,2022-03,2022,764.15,170,60,0.15,534.15,Credit Card,1
ORD0001840,CUST01194,2022-04-22,2022-04,2022,1328.1,240,60,0.05,1028.1,Wallet,0
ORD0001841,CUST01195,2022-06-25,2022-06,2022,896.0,155,60,0.0,681.0,Credit Card,1
ORD0001842,CUST01196,2023-11-19,2023-11,2023,314.1,60,60,0.1,194.1,COD,1
ORD0001843,CUST01196,2023-12-14,2023-12,2023,1886.4,380,60,0.1,1446.4,COD,0
ORD0001844,CUST01197,2022-02-06,2022-02,2022,854.05,160,60,0.05,634.05,COD,1
ORD0001845,CUST01198,2022-11-14,2022-11,2022,1996.0,340,60,0.0,1596.0,UPI,1
ORD0001846,CUST01199,2023-01-19,2023-01,2023,2347.0,450,60,0.0,1837.0,Debit Card,1
ORD0001847,CUST01199,2023-03-25,2023-03,2023,1528.3,360,60,0.15,1108.3,Debit Card,0
ORD0001848,CUST01200,2022-07-17,2022-07,2022,848.0,150,60,0.0,638.0,Wallet,1
ORD0001849,CUST01200,2022-10-16,2022-10,2022,1090.6,200,60,0.05,830.6,UPI,0
ORD0001850,CUST01201,2022-02-16,2022-02,2022,2516.4,520,60,0.1,1936.4,Debit Card,1
ORD0001851,CUST01201,2022-03-17,2022-03,2022,1328.1,260,60,0.05,1008.1,UPI,0
ORD0001852,CUST01201,2022-05-26,2022-05,2022,494.1,90,60,0.1,344.1,Debit Card,0
ORD0001853,CUST01201,2022-08-09,2022-08,2022,758.1,140,60,0.05,558.1,UPI,0
ORD0001854,CUST01202,2023-07-11,2023-07,2023,1798.0,340,60,0.0,1398.0,Credit Card,1
ORD0001855,CUST01203,2022-01-16,2022-01,2022,404.1,80,60,0.1,264.1,UPI,1
ORD0001856,CUST01204,2024-04-14,2024-04,2024,1437.6,310,60,0.2,1067.6,Credit Card,1
ORD0001857,CUST01205,2024-02-25,2024-02,2024,2886.6,610,60,0.15,2216.6,Credit Card,1
ORD0001858,CUST01206,2022-04-11,2022-04,2022,1392.3,280,60,0.1,1052.3,UPI,1
ORD0001859,CUST01207,2023-10-15,2023-10,2023,1199.0,240,60,0.0,899.0,UPI,1
ORD0001860,CUST01207,2023-11-10,2023-11,2023,1618.2,360,60,0.1,1198.2,UPI,0
ORD0001861,CUST01208,2023-08-25,2023-08,2023,629.1,130,60,0.1,439.1,Debit Card,1
ORD0001862,CUST01209,2023-09-25,2023-09,2023,594.15,130,60,0.15,404.15,Debit Card,1
ORD0001863,CUST01210,2022-03-03,2022-03,2022,1437.3,290,60,0.1,1087.3,UPI,1
ORD0001864,CUST01210,2022-06-26,2022-06,2022,1297.0,230,60,0.0,1007.0,UPI,0
ORD0001865,CUST01211,2022-09-01,2022-09,2022,664.05,120,60,0.05,484.05,Wallet,1
ORD0001866,CUST01212,2022-11-25,2022-11,2022,359.2,80,60,0.2,219.2,COD,1
ORD0001867,CUST01213,2022-10-25,2022-10,2022,2196.0,400,60,0.0,1736.0,COD,1
ORD0001868,CUST01213,2023-01-12,2023-01,2023,439.2,90,60,0.2,289.2,UPI,0
ORD0001869,CUST01214,2023-11-12,2023-11,2023,899.0,160,60,0.0,679.0,Debit Card,1
ORD0001870,CUST01215,2022-07-09,2022-07,2022,426.55,80,60,0.05,286.55,Wallet,1
ORD0001871,CUST01216,2022-05-26,2022-05,2022,1997.0,370,60,0.0,1567.0,UPI,1
ORD0001872,CUST01217,2022-03-22,2022-03,2022,1043.1,180,60,0.05,803.1,Wallet,1
ORD0001873,CUST01217,2022-06-08,2022-06,2022,319.2,70,60,0.2,189.2,Debit Card,0
ORD0001874,CUST01218,2023-09-15,2023-09,2023,359.1,70,60,0.1,229.1,Credit Card,1
ORD0001875,CUST01219,2024-03-14,2024-03,2024,629.1,130,60,0.1,439.1,UPI,1
ORD0001876,CUST01220,2023-03-11,2023-03,2023,239.2,50,60,0.2,129.2,UPI,1
ORD0001877,CUST01221,2023-01-27,2023-01,2023,1258.2,260,60,0.1,938.2,UPI,1
ORD0001878,CUST01222,2022-07-02,2022-07,2022,1196.0,265,60,0.2,871.0,UPI,1
ORD0001879,CUST01223,2022-05-20,2022-05,2022,1499.0,320,60,0.0,1119.0,UPI,1
ORD0001880,CUST01224,2023-03-02,2023-03,2023,1677.6,360,60,0.2,1257.6,UPI,1
ORD0001881,CUST01224,2023-04-19,2023-04,2023,474.05,85,60,0.05,329.05,UPI,0
ORD0001882,CUST01225,2023-08-29,2023-08,2023,1547.0,260,60,0.0,1227.0,UPI,1
ORD0001883,CUST01226,2023-03-26,2023-03,2023,1089.65,200,60,0.05,829.65,Credit Card,1
ORD0001884,CUST01227,2023-01-14,2023-01,2023,2398.0,480,60,0.0,1858.0,Credit Card,1
ORD0001885,CUST01227,2023-03-18,2023-03,2023,1696.6,340,60,0.15,1296.6,COD,0
ORD0001886,CUST01227,2023-05-13,2023-05,2023,2698.2,640,60,0.1,1998.2,COD,0
ORD0001887,CUST01228,2024-04-15,2024-04,2024,898.0,160,60,0.0,678.0,COD,1
ORD0001888,CUST01229,2023-04-13,2023-04,2023,359.2,80,60,0.2,219.2,UPI,1
ORD0001889,CUST01229,2023-05-25,2023-05,2023,853.1,160,60,0.05,633.1,UPI,0
ORD0001890,CUST01230,2024-02-29,2024-02,2024,4924.9,1110,60,0.15,3754.9,Credit Card,1
ORD0001891,CUST01231,2022-07-16,2022-07,2022,1887.3,385,60,0.1,1442.3,UPI,1
ORD0001892,CUST01232,2023-06-30,2023-06,2023,331.55,60,60,0.05,211.55,COD,1
ORD0001893,CUST01233,2023-08-10,2023-08,2023,764.15,160,60,0.15,544.15,UPI,1
ORD0001894,CUST01234,2023-02-14,2023-02,2023,2966.4,610,60,0.1,2296.4,Credit Card,1
ORD0001895,CUST01235,2024-03-04,2024-03,2024,718.2,140,60,0.1,518.2,COD,1
ORD0001896,CUST01236,2022-07-12,2022-07,2022,1564.65,270,60,0.05,1234.65,UPI,1
ORD0001897,CUST01236,2022-11-07,2022-11,2022,848.3,170,60,0.15,618.3,UPI,0
ORD0001898,CUST01237,2024-04-16,2024-04,2024,539.1,110,60,0.1,369.1,Credit Card,1
ORD0001899,CUST01238,2024-06-11,2024-06,2024,808.2,160,60,0.1,588.2,Credit Card,1
ORD0001900,CUST01239,2022-04-01,2022-04,2022,1993.1,400,60,0.05,1533.1,UPI,1
ORD0001901,CUST01239,2022-07-24,2022-07,2022,1199.2,320,60,0.2,819.2,Credit Card,0
ORD0001902,CUST01240,2023-11-20,2023-11,2023,5095.0,1020,60,0.0,4015.0,COD,1
ORD0001903,CUST01241,2024-03-19,2024-03,2024,314.1,60,60,0.1,194.1,Debit Card,1
ORD0001904,CUST01242,2024-02-21,2024-02,2024,2497.0,490,60,0.0,1947.0,Debit Card,1
ORD0001905,CUST01243,2024-07-01,2024-07,2024,349.0,60,60,0.0,229.0,UPI,1
ORD0001906,CUST01244,2022-03-03,2022-03,2022,269.1,50,60,0.1,159.1,UPI,1
ORD0001907,CUST01245,2024-07-01,2024-07,2024,899.0,170,60,0.0,669.0,UPI,1
ORD0001908,CUST01245,2024-08-01,2024-08,2024,1424.05,320,60,0.05,1044.05,Debit Card,0
ORD0001909,CUST01245,2024-09-10,2024-09,2024,1992.15,360,60,0.05,1572.15,Credit Card,0
ORD0001910,CUST01246,2024-02-09,2024-02,2024,594.15,130,60,0.15,404.15,Wallet,1
ORD0001911,CUST01247,2023-10-17,2023-10,2023,898.0,160,60,0.0,678.0,Wallet,1
ORD0001912,CUST01248,2024-01-24,2024-01,2024,798.0,140,60,0.0,598.0,Debit Card,1
ORD0001913,CUST01249,2023-05-03,2023-05,2023,424.15,85,60,0.15,279.15,Credit Card,1
ORD0001914,CUST01249,2023-07-08,2023-07,2023,2965.5,605,60,0.1,2300.5,UPI,0
ORD0001915,CUST01250,2024-01-03,2024-01,2024,1121.4,215,60,0.1,846.4,UPI,1
ORD0001916,CUST01250,2024-03-20,2024-03,2024,1137.15,210,60,0.05,867.15,UPI,0
ORD0001917,CUST01251,2022-11-08,2022-11,2022,1017.45,210,60,0.15,747.45,Credit Card,1
ORD0001918,CUST01251,2023-01-18,2023-01,2023,426.55,80,60,0.05,286.55,Debit Card,0
ORD0001919,CUST01252,2023-05-12,2023-05,2023,1138.1,220,60,0.05,858.1,UPI,1
ORD0001920,CUST01253,2024-01-03,2024-01,2024,349.0,60,60,0.0,229.0,Debit Card,1
ORD0001921,CUST01254,2022-09-24,2022-09,2022,538.2,100,60,0.1,378.2,Credit Card,1
ORD0001922,CUST01255,2023-12-13,2023-12,2023,809.1,180,60,0.1,569.1,COD,1
ORD0001923,CUST01255,2024-03-18,2024-03,2024,1043.1,190,60,0.05,793.1,COD,0
ORD0001924,CUST01255,2024-05-18,2024-05,2024,339.15,70,60,0.15,209.15,Credit Card,0
ORD0001925,CUST01256,2024-02-03,2024-02,2024,899.0,160,60,0.0,679.0,Wallet,1
ORD0001926,CUST01256,2024-05-22,2024-05,2024,1896.0,330,60,0.0,1506.0,Debit Card,0
ORD0001927,CUST01256,2024-06-26,2024-06,2024,559.2,120,60,0.2,379.2,Debit Card,0
ORD0001928,CUST01257,2022-10-28,2022-10,2022,2397.0,460,60,0.0,1877.0,Debit Card,1
ORD0001929,CUST01257,2023-01-27,2023-01,2023,3055.75,680,60,0.15,2315.75,Debit Card,0
ORD0001930,CUST01258,2022-05-13,2022-05,2022,1098.0,180,60,0.0,858.0,Wallet,1
ORD0001931,CUST01259,2023-03-13,2023-03,2023,2831.4,560,60,0.1,2211.4,Debit Card,1
ORD0001932,CUST01260,2022-01-10,2022-01,2022,3986.2,830,60,0.05,3096.2,COD,1
ORD0001933,CUST01261,2023-05-28,2023-05,2023,169.15,35,60,0.15,74.15,COD,1
ORD0001934,CUST01261,2023-08-20,2023-08,2023,2158.2,480,60,0.1,1618.2,UPI,0
ORD0001935,CUST01261,2023-11-21,2023-11,2023,1037.6,230,60,0.2,747.6,UPI,0
